,dbn,school_name_x,year,district,school_type,total_enrollment,borough,in_sample,p_asian,p_black,p_hispanic,p_multiple_race_categories_not_represented,p_white,p_other_race,p_students_with_disabilities,p_english_language_learners,p_poverty,economic_need_index,eni_n,weighted_register_allocation,total_fsf_allocations,non_fsf_budget_allocations,total_budget_allocation,pta_income,pta_expenditure,pta_start_balance,pta_end_balance,pta_category,pta_active,p_multi_racial,p_native_american,p_missing_race_ethnicity_data,correction_applied,balance_wy_diff_post,balance_wy_diff_flag,lag_pta_end_balance,ets_balance_diff,ets_balance_pct_diff,ets_balance_diff_cat,ets_balance_diff_flag,pta_start_balance_wy_transaction_flag,pta_income_wy_transaction_flag,pta_expenditure_wy_transaction_flag,pta_end_balance_wy_transaction_flag,pta_start_balance_ws_transaction_flag,pta_income_ws_transaction_flag,pta_expenditure_ws_transaction_flag,pta_end_balance_ws_transaction_flag,any_wy_transaction_flag,any_ws_transaction_flag,any_transaction_flag,anomaly_flag,pp_fsf,pp_non_fsf,pp_total_allocations,pp_pta_income,pp_pta_expenditure,pp_pta_start_balance,pp_pta_end_balance,log_pp_pta_end_balance,pta_expenditure_as_p_of_fsf,pta_expenditure_as_p_of_budget,eni_quintile,pp_pta_income_quintile,pp_pta_expenditure_quintile,pp_pta_end_balance_quintile
3639,14K034,P.S. 034 Oliver H. Perry,2021,14,Elementary School,432.0,K,True,0.02777777798473835,0.0347222238779068,0.17592592537403107,,0.7129629850387573,0.04861108772456646,0.14120370149612427,0.1111111119389534,0.28935185074806213,0.33188194036483765,0.3318819403648376,7828632.845050041,4083721.006836673,3744911.838213368,7828632.845050041,58981.32,42782.16,116712.45,132911.61,Active,1.0,0.04398148134350777,0.004629629664123058,0.0,none,0.0,False,106616.90625,10095.543749999997,0.08649928735109234,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,False,9453.057886196002,8668.777403271684,18121.835289467686,136.53083333333333,99.03277777777778,270.16770833333334,307.6657638888889,5.741854417945574,1.0476269051773415,0.5464831580018559,Q1,Q5,Q5,Q5
3640,14K050,J.H.S. 050 John D. Wells,2021,14,Middle/Junior High School,337.0,K,True,0.029673591256141663,0.25816023349761963,0.6735904812812805,,0.02373887225985527,0.01483682170510292,0.29080119729042053,0.10385756939649582,0.8902077078819275,0.8506706357002258,0.8506706357002258,7172786.030337679,4853170.069763271,2319615.960574408,7172786.030337679,2337.0,2900.0,1031.36,468.36,Active,1.0,0.0,0.011869436129927635,0.002967359032481909,none,3.410605131648481e-13,False,527.8800048828125,503.4799951171874,0.48817095399975513,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,False,14401.098129861339,6883.133414167383,21284.23154402872,6.9347181008902075,8.6053412462908,3.060415430267062,1.3897922848664688,1.6800488320267906,0.059754757371225944,0.04043059402210377,Q3,Q3,Q3,Q1
3641,14K059,P.S. 059 The Dawn Best School,2021,14,Elementary School,297.0,K,True,0.03030303120613098,0.5050504803657532,0.4377104341983795,,0.006734006572514772,0.020202047657221556,0.28956228494644165,0.10437710583209991,0.9494949579238892,0.949643075466156,0.949643075466156,6819338.66200696,3662215.249033046,3157123.4129739143,6819338.66200696,0.0,0.0,0.0,0.0,Inactive,0.0,0.010101010091602802,0.010101010091602802,0.0,none,0.0,False,0.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,12330.69107418534,10630.045161528331,22960.73623571367,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q5,,,
3642,14K071,Juan Morel Campos Secondary School,2021,14,Junior-Senior High School,503.0,K,True,0.003976142965257168,0.24652087688446045,0.6759443283081055,,0.06361828744411469,0.00994036439806223,0.33001989126205444,0.2624254524707794,0.8628230690956116,0.9238469004631042,0.9238469004631042,12779815.516191242,8000585.998370476,4779229.517820766,12779815.516191242,267.0,267.0,267.0,267.0,Active,1.0,0.001988071482628584,0.001988071482628584,0.005964214913547039,none,0.0,False,200.0,67.0,0.250936329588015,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,False,15905.737571313073,9501.450333639694,25407.187904952767,0.5308151093439364,0.5308151093439364,0.5308151093439364,0.5308151093439364,1.5055964231312828,0.0033372555467109707,0.002089232036735799,Q5,Q2,Q2,Q1
3643,14K084,P.S. 084 Jose De Diego,2021,14,K-8 School,698.0,K,True,0.034383952617645264,0.061604585498571396,0.6131805181503296,,0.23209169507026672,0.05873924866318703,0.203438401222229,0.11461318284273148,0.5573065876960754,0.5894570350646973,0.5894570350646973,16367504.354319762,7554696.749192579,8812807.605127184,16367504.354319762,12449.46,8660.38,56924.68,60533.48,Active,1.0,0.054441262036561966,0.004297994077205658,0.0,none,180.27999999999884,False,77358.6484375,20433.9684375,0.3589650119684467,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,False,10823.347778212863,12625.79886121373,23449.146639426595,17.83590257879656,12.407421203438394,81.55398280802292,86.72418338108884,4.507559662352333,0.1146357066010041,0.05291203724478818,Q1,Q4,Q4,Q5
3644,14K110,P.S. 110 The Monitor,2021,14,Elementary School,527.0,K,True,0.06072106212377548,0.02277039922773838,0.1764705926179886,,0.6812143921852112,0.05882355384528637,0.09677419066429138,0.06641366332769394,0.2561669945716858,0.29010456800460815,0.2901045680046081,7778470.7287966395,4528480.839511881,3249989.889284759,7778470.7287966395,50759.17,29169.56,253780.17,275369.78,Active,1.0,0.056925997138023376,0.0018975331913679838,0.0,none,0.0,False,205753.0,48027.17000000001,0.18924713463624843,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,False,8592.94276947226,6166.963736783224,14759.906506255484,96.31721062618595,55.35020872865275,481.5562998102467,522.52330170778,6.2662500541020005,0.6441356612462592,0.37500378952396785,Q1,Q5,Q5,Q5
3645,14K120,P.S. 120 Carlos Tapia,2021,14,Elementary School,347.0,K,True,0.005763688590377569,0.20172910392284393,0.7204610705375671,,0.06340057402849197,0.008645562920719385,0.23342940211296082,0.17579250037670135,0.8674351572990417,0.8985187411308289,0.8985187411308289,6475366.397068879,3716026.2278130096,2759340.169255869,6475366.397068879,,,,,Missing,,0.005763688590377569,0.0028818442951887846,0.0,none,,False,1641.050048828125,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10709.009302054783,7951.9889603915535,18660.998262446337,,,,,,,,Q4,,,
3646,14K126,John Ericsson Middle School 126,2021,14,Middle/Junior High School,271.0,K,True,0.014760147780179977,0.23247233033180237,0.6937269568443298,,0.0479704812169075,0.01107008382678032,0.3136531412601471,0.11070110648870468,0.9003689885139465,0.8819003701210022,0.8819003701210022,7663124.14791696,4268718.176810326,3394405.9711066335,7663124.14791696,0.0,0.0,0.0,0.0,Inactive,0.0,0.011070110835134983,0.0,0.0,none,0.0,False,860.530029296875,860.530029296875,86053.0029296875,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,15751.727589706,12525.48328821636,28277.21087792236,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q4,,,
3647,14K132,P.S. 132 The Conselyea School,2021,14,Elementary School,685.0,K,True,0.08321167528629303,0.12408759444952011,0.30218976736068726,,0.4583941698074341,0.03211679309606552,0.14160583913326263,0.048175182193517685,0.4029197096824646,0.49858978390693665,0.4985897839069366,10525879.162511475,6105627.179992184,4420251.982519291,10525879.162511475,10881.0,8692.0,45452.0,47641.0,Active,1.0,0.026277372613549232,0.005839415825903416,0.0,none,0.0,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,8913.324350353554,6452.922602217944,15366.246952571497,15.884671532846715,12.68905109489051,66.35328467153285,69.54890510948906,4.297624543441518,0.14236047737213997,0.08257742527538278,Q1,Q4,Q4,Q5
3648,14K147,P.S. 147 Isaac Remsen,2021,14,Elementary School,305.0,K,True,0.09180327504873276,0.13770492374897003,0.49508196115493774,,0.13770492374897003,0.13770491629838943,0.20327869057655334,0.09508197009563446,0.6393442749977112,0.7020098567008972,0.7020098567008972,6996766.570018599,3596444.3604083853,3400322.2096102135,6996766.570018599,22485.6,5165.19,223.9766,17320.41,Active,1.0,0.13770492374897003,0.0,0.0,start_balance_div100,223.97660000000178,False,21103.439453125,20879.462853125,93.22162606774546,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,11791.620853797984,11148.597408558076,22940.218262356062,73.72327868852459,16.935049180327866,0.7343495081967213,56.78822950819672,4.107001708386338,0.14361934962379008,0.07382252856816787,Q2,Q5,Q4,Q4
3649,14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,2021,14,K-8 School,324.0,K,True,0.003086419776082039,0.1944444477558136,0.7592592835426331,,0.03703703731298447,0.006172811612486839,0.327160507440567,0.17592592537403107,0.845678985118866,0.8520586490631104,0.8520586490631104,8268990.248657839,4511948.437612611,3757041.8110452285,8268990.248657839,1765.18,0.0,17.6518,1765.18,Active,1.0,0.006172839552164078,0.0,0.0,start_balance_div100,17.651800000000094,False,1355.25,1337.5982,75.77687261355781,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,13925.766782754972,11595.80805878157,25521.57484153654,5.4480864197530865,0.0,0.05448086419753087,5.4480864197530865,2.2432715244805266,0.0,0.0,Q3,Q3,Q2,Q2
3650,14K196,P.S. 196 Ten Eyck,2021,14,Elementary School,288.0,K,True,0.0173611119389534,0.1944444477558136,0.7256944179534912,,0.0173611119389534,0.04513891041278839,0.2291666716337204,0.1076388880610466,0.8263888955116272,0.8675923347473145,0.8675923347473145,6035687.809500678,3113550.6645688945,2922137.144931784,6035687.809500678,0.0,0.0,0.0,0.0,Inactive,0.0,0.0243055559694767,0.010416666977107525,0.010416666977107525,none,0.0,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10810.939807530884,10146.30953101314,20957.24933854402,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q4,,,
3651,14K250,P.S. 250 George H. Lindsay,2021,14,Elementary School,358.0,K,True,0.1759776473045349,0.13687150180339813,0.667597770690918,,0.011173184029757977,0.00837989617139101,0.15921787917613983,0.09497206658124924,0.8212290406227112,0.8590056300163269,0.8590056300163269,7318153.115296962,3785837.012637994,3532316.102658968,7318153.115296962,4242.61,4135.56,4.133500000000001,107.05,Active,1.0,0.008379888720810413,0.0,0.0,start_balance_div100,4.133499999999188,False,413.3500061035156,409.2165061035156,99.00000147659745,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,10574.963722452496,9866.804756030637,20441.768478483133,11.850865921787708,11.551843575418996,0.011546089385474863,0.29902234636871505,1.452795342090357,0.10923766623324117,0.05651097940757126,Q4,Q4,Q4,Q1
3652,14K257,P.S. 257 John F. Hylan,2021,14,Elementary School,521.0,K,True,0.005758157465606928,0.23032629489898682,0.725527822971344,,0.021113242954015732,0.01727448171004653,0.29750481247901917,0.13819578289985657,0.8541266918182373,0.9005681276321411,0.9005681276321411,12771931.7607538,5700739.979299544,7071191.781454255,12771931.7607538,16257.61,0.0,162.5761,16257.61,Active,1.0,0.0019193857442587614,0.007677542977035046,0.007677542977035046,start_balance_div100,162.5760999999984,False,13350.5,13187.9239,81.1184663674427,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,10941.919346064384,13572.345069969779,24514.264416034162,31.204625719769673,0.0,0.31204625719769674,31.204625719769673,3.5604962560053868,0.0,0.0,Q4,Q4,Q2,Q4
3653,14K297,P.S. 297 Abraham Stockton,2021,14,Elementary School,200.0,K,True,0.0,0.38499999046325684,0.5649999976158142,,0.019999999552965164,0.03000001236796379,0.25,0.14499999582767487,0.8899999856948853,0.9307299852371216,0.9307299852371216,6082418.39614784,2488843.9237850374,3593574.4723628024,6082418.39614784,0.0,0.0,627.96,627.96,Active,1.0,0.004999999888241291,0.019999999552965164,0.004999999888241291,none,0.0,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12444.219618925186,17967.87236181401,30412.0919807392,0.0,0.0,3.1398,3.1398,1.9623212759153361,0.0,0.0,Q5,Q2,Q2,Q2
3654,14K318,I.S. 318 Eugenio Maria De Hostos,2021,14,Middle/Junior High School,1266.0,K,True,0.06398104131221771,0.1666666716337204,0.5078988671302795,,0.23617693781852722,0.025276482105255127,0.1895734667778015,0.05766192823648453,0.6003159284591675,0.661661684513092,0.661661684513092,19268895.72022156,14049408.697590133,5219487.022631427,19268895.72022156,,,,,Missing,,0.01816745661199093,0.002369668334722519,0.004739336669445038,none,,False,14226.240234375,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11097.479224004845,4122.817553421349,15220.296777426192,,,,,,,,Q2,,,
3655,14K319,P.S. 319,2021,14,Elementary School,111.0,K,True,0.009009009227156639,0.018018018454313278,0.8288288116455078,,0.11711711436510086,0.02702704630792141,0.14414414763450623,0.13513512909412384,0.5945945978164673,0.6662973165512085,0.6662973165512085,2845768.870204481,1222653.6728084546,1623115.1973960262,2845768.870204481,180.0,940.0,2889.0,2129.0,Active,1.0,0.009009009227156639,0.009009009227156639,0.009009009227156639,none,0.0,False,31423.0,28534.0,9.876773970231914,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,11014.897953229322,14622.659436000236,25637.557389229558,1.6216216216216217,8.468468468468469,26.027027027027028,19.18018018018018,3.1422628173417673,0.07688195119398,0.033031494927149754,Q2,Q2,Q3,Q4
3656,14K380,P.S. 380 John Wayne Elementary,2021,14,Elementary School,487.0,K,True,0.0143737168982625,0.19096508622169495,0.6652977466583252,,0.12731006741523743,0.002053382806479931,0.31416836380958557,0.19096508622169495,0.7946611642837524,0.8522854447364807,0.8522854447364807,13078108.477847356,5703157.024602802,7374951.453244555,13078108.477847356,0.0,0.0,1346.41,1346.0,Active,1.0,0.0,0.002053388161584735,0.0,none,0.41000000000008185,False,408.7900085449219,937.6199914550782,0.6963851957836603,under_1.00,False,False,False,False,False,False,False,False,False,False,False,False,False,11710.794711710065,15143.63748099498,26854.432192705044,0.0,0.0,2.7647022587268997,2.7638603696098563,1.9080430217005941,0.0,0.0,Q3,Q2,Q2,Q2
3657,14K414,Brooklyn Arbor Elementary School,2021,14,Elementary School,571.0,K,True,0.03327495604753494,0.014010507613420486,0.6217162609100342,,0.29071804881095886,0.04028022661805153,0.23117338120937347,0.11733800172805786,0.5884413123130798,0.5751628875732422,0.5751628875732422,9084368.950036403,6488814.232540935,2595554.7174954675,9084368.950036403,7000.0,73479.0,157379.16,90900.16,Active,1.0,0.03852889686822891,0.0,0.0017513134516775608,none,0.0,False,200600.4375,43221.2775,0.27463151728602436,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,False,11363.947867847523,4545.629978100644,15909.577845948166,12.259194395796847,128.68476357267951,275.6202451838879,159.19467600700526,5.094796902581757,1.132394877811544,0.8088508998713174,Q1,Q4,Q5,Q5
3658,14K449,"Brooklyn Latin School, The",2021,14,Senior High School,808.0,K,True,0.5495049357414246,0.12871287763118744,0.10643564164638519,,0.1336633712053299,0.08168317377567291,0.02227722853422165,0.002475247485563159,0.655940592288971,0.577373743057251,0.577373743057251,9423335.082374724,8808140.72821025,615194.3541644737,9423335.082374724,40620.88,19300.0,139.7388,21320.88,Active,1.0,0.018564356490969658,0.013613861054182053,0.049504950642585754,start_balance_div100,139.73879999999554,False,20894.0,20754.2612,148.52182214245437,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,10901.164267586943,761.3791511936556,11662.543418780599,50.27336633663366,23.886138613861387,0.1729440594059406,26.387227722772277,3.413233108393349,0.219115481865395,0.20481071543447982,Q1,Q4,Q4,Q4
3659,14K454,The Williamsburg High School of Art and Technology,2021,14,Senior High School,385.0,K,True,0.031168831512331963,0.24155844748020172,0.6623376607894897,,0.041558440774679184,0.023376619443297386,0.23896104097366333,0.11688311398029327,0.8207792043685913,0.8314623236656189,0.8314623236656189,6891319.318554882,5336452.247284684,1554867.0712701976,6891319.318554882,0.0,0.0,0.0,0.0,Inactive,0.0,0.007792207878082991,0.002597402548417449,0.012987012974917889,none,0.0,False,0.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,13860.914928012167,4038.6157695329807,17899.53069754515,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q3,,,
3660,14K474,PROGRESS High School for Professional Careers,2021,14,Senior High School,548.0,K,True,0.014598540030419827,0.24635036289691925,0.7043795585632324,,0.023722628131508827,0.010948910377919674,0.25912410020828247,0.19708029925823212,0.8667883276939392,0.9066916108131409,0.9066916108131408,10257973.719029963,6602770.947849645,3655202.7711803177,10257973.719029963,0.0,0.0,0.0,0.0,Inactive,0.0,0.0,0.0036496350076049566,0.007299270015209913,none,0.0,False,0.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,12048.85209461614,6670.07804959912,18718.93014421526,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q4,,,
3661,14K477,East Williamsburg Scholars Academy,2021,14,Senior High School,327.0,K,True,0.01834862306714058,0.2905198633670807,0.6483180522918701,,0.024464832618832588,0.018348628655076027,0.1957186609506607,0.23853211104869843,0.9418960213661194,0.8937522768974304,0.8937522768974304,6306051.243250882,4135804.1820071144,2170247.061243768,6306051.243250882,0.0,0.0,0.0,0.0,Inactive,0.0,0.006116208154708147,0.006116208154708147,0.006116208154708147,none,0.0,False,0.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,12647.719211030932,6636.841165883082,19284.560376914014,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q4,,,
3662,14K478,"The High School for Enterprise, Business and Techn",2021,14,Senior High School,692.0,K,True,0.07369942218065262,0.2745664715766907,0.6011560559272766,,0.03179190680384636,0.018786143511533737,0.18497109413146973,0.14017340540885925,0.910404622554779,0.8608063459396362,0.8608063459396362,10787368.932390999,8094722.31560912,2692646.616781879,10787368.932390999,,,,,Missing,,0.0,0.014450866729021072,0.004335260018706322,none,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11697.575600591214,3891.107827719479,15588.683428310693,,,,,,,,Q4,,,
3663,14K488,Brooklyn Preparatory High School,2021,14,Senior High School,521.0,K,True,0.00959692895412445,0.39731284976005554,0.5662187933921814,,0.01343570090830326,0.01343572698533535,0.17658349871635437,0.04030710086226463,0.8176583647727966,0.7811919450759888,0.7811919450759888,7350310.29248496,5423042.934435327,1927267.358049633,7350310.29248496,,,,,Missing,,0.0019193857442587614,0.0,0.011516314931213856,none,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10408.911582409455,3699.169593185476,14108.081175594933,,,,,,,,Q3,,,
3664,14K558,Williamsburg High School for Architecture and Desi,2021,14,Senior High School,607.0,K,True,0.01976935751736164,0.2866556942462921,0.6046128273010254,,0.06754530221223831,0.021416818723082542,0.22734761238098145,0.029654035344719887,0.827018141746521,0.7389785647392273,0.7389785647392273,10038883.07963496,7544174.848154357,2494708.231480604,10038883.07963496,0.0,0.0,0.0,0.0,Inactive,0.0,0.003294892841950059,0.014827017672359943,0.003294892841950059,none,0.0,False,0.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,12428.62413205001,4109.8982396715055,16538.522371721516,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q2,,,
3665,14K561,Williamsburg Preparatory School,2021,14,Senior High School,719.0,K,True,0.03616133704781532,0.19888734817504883,0.6745479702949524,,0.06119610741734505,0.02920723706483841,0.18219749629497528,0.0445062592625618,0.7774686813354492,0.7878497838973999,0.7878497838973999,10325264.407423597,8022450.624645823,2302813.782777774,10325264.407423597,0.0,0.0,0.0,0.0,Inactive,0.0,0.0013908206019550562,0.00834492314606905,0.019471488893032074,none,0.0,False,0.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,11157.789464041478,3202.800810539324,14360.590274580802,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q3,,,
3666,14K577,Conselyea Preparatory School,2021,14,Middle/Junior High School,472.0,K,True,0.04661016911268234,0.04449152573943138,0.5911017060279846,,0.3093220293521881,0.008474569767713547,0.2288135588169098,0.050847455859184265,0.5847457647323608,0.6246758699417114,0.6246758699417114,7508539.726299121,5658057.120956611,1850482.6053425102,7508539.726299121,3608.75,0.0,36.0875,3608.75,Active,1.0,0.0021186440717428923,0.0042372881434857845,0.0021186440717428923,start_balance_div100,36.08750000000009,False,10138.08984375,10102.00234375,279.9307888811916,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,11987.409154569092,3920.513994369725,15907.923148938817,7.645656779661017,0.0,0.07645656779661017,7.645656779661017,2.452872532963653,0.0,0.0,Q2,Q3,Q2,Q3
3667,14K582,M.S. 582,2021,14,Middle/Junior High School,350.0,K,True,0.0057142856530845165,0.2314285784959793,0.7371428608894348,,0.011428571306169033,0.014285703655332327,0.31142857670783997,0.1371428519487381,0.8485714197158813,0.8935171365737915,0.8935171365737915,6682850.503335921,5018616.2725107735,1664234.2308251476,6682850.503335921,0.0,0.0,0.0,0.0,Inactive,0.0,0.014285714365541935,0.0,0.0,none,0.0,False,0.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,14338.903635745068,4754.954945214708,19093.858580959775,0.0,0.0,0.0,0.0,1.3802827534680495,0.0,0.0,Q4,,,
3668,14K586,Lyons Community School,2021,14,Junior-Senior High School,408.0,K,True,0.01225490216165781,0.3578431308269501,0.6004902124404907,,0.022058824077248573,0.007352930493652821,0.2867647111415863,0.08578431606292725,0.9117646813392639,0.9326127171516418,0.9326127171516418,8326962.613157718,5526501.245581737,2800461.3675759817,8326962.613157718,,,,,Missing,,0.007352941203862429,0.0,0.0,none,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13545.346190151316,6863.875900921524,20409.22209107284,,,,,,,,Q5,,,
3669,14K610,A-Tech High School,2021,14,Senior High School,337.0,K,True,0.035608310252428055,0.40059345960617065,0.501483678817749,,0.02373887225985527,0.038575679063797,0.4035608172416687,0.06528189778327942,0.8842729926109314,0.8470892906188965,0.8470892906188965,7869907.314908199,5624119.799832137,2245787.5150760617,7869907.314908199,0.0,0.0,483.0,483.0,Active,1.0,0.002967359032481909,0.020771512761712074,0.014836795628070831,none,0.0,False,483.0,0.0,0.0,exact_match,False,False,False,False,False,False,False,False,False,False,False,False,False,16688.782788819397,6664.057908237572,23352.84069705697,0.0,0.0,1.4332344213649852,1.4332344213649852,1.6881123228756336,0.0,0.0,Q3,Q2,Q2,Q1
3670,14K614,Young Women's Leadership School of Brooklyn,2021,14,Junior-Senior High School,371.0,K,True,0.04043126851320267,0.46630728244781494,0.4366576671600342,,0.026954177767038345,0.029649604111909866,0.24528302252292633,0.07547169923782349,0.835579514503479,0.8520511984825134,0.8520511984825134,6172543.84303856,4863745.230386918,1308798.6126516415,6172543.84303856,835.0,206.52,587.58,1206.06,Active,1.0,0.005390835460275412,0.008086252957582474,0.016172505915164948,none,10.0,False,587.5800170898438,1.708984370907274e-05,2.908513514597627e-08,under_0.01,False,False,False,False,False,False,False,False,False,False,False,False,False,13109.825418832665,3527.7590637510552,16637.58448258372,2.2506738544474394,0.5566576819407009,1.5837735849056604,3.2508355795148245,1.9778048178646084,0.004246110563311126,0.0033457842544596062,Q3,Q2,Q2,Q2
3671,14K685,El Puente Academy for Peace and Justice,2021,14,Senior High School,223.0,K,True,0.0044843051582574844,0.06726457178592682,0.8923766613006592,,0.026905829086899757,0.00896863266825676,0.25112107396125793,0.20179371535778046,0.8968609571456909,0.9224753379821777,0.9224753379821776,4736876.191582158,3872376.006661605,864500.1849205531,4736876.191582158,,,,,Missing,,0.0044843051582574844,0.0,0.0044843051582574844,none,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,17364.914828078945,3876.6824435899243,21241.59727166887,,,,,,,,Q5,,,
3672,15K001,P.S. 001 The Bergen,2021,15,Elementary School,948.0,K,True,0.0791139230132103,0.009493670426309109,0.8755274415016174,,0.03164556995034218,0.004219395108520985,0.19514767825603485,0.3902953565120697,0.8386076092720032,0.8681191802024841,0.8681191802024841,17422157.654022038,10496803.241820082,6925354.412201956,17422157.654022038,10380.49,8489.0,82.8149,1891.49,Active,1.0,0.002109704539179802,0.002109704539179802,0.0,start_balance_div100,82.81489999999917,False,4230.7900390625,4147.9751390625,50.08730480943043,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,11072.577259303884,7305.2261732088145,18377.803432512697,10.949883966244725,8.95464135021097,0.08735748945147678,1.9952426160337553,1.7869593536946455,0.08087224085690359,0.04872530813105259,Q4,Q3,Q3,Q2
3673,15K010,"Magnet School of Math, Science and Design Technolo",2021,15,Elementary School,868.0,K,True,0.11520737409591675,0.074884794652462,0.24539171159267426,,0.5092166066169739,0.055299513041973114,0.21543778479099274,0.05299539119005203,0.25,0.30803462862968445,0.3080346286296844,25116336.08912036,9112937.503305411,16003398.585814947,25116336.08912036,289280.66,272501.87,236830.67,253651.59,Active,1.0,0.051843319088220596,0.003456221194937825,0.0,none,42.13000000003376,False,29654.080078125,207176.589921875,0.8747878385931813,under_1.00,True,False,False,False,False,False,False,False,False,False,False,False,True,10498.775925467064,18437.095144948096,28935.87107041516,333.2726497695852,313.9422465437788,272.8463940092166,292.2253341013825,5.691039492657085,2.9902747593864123,1.0849586859846154,Q1,Q5,Q5,Q5
3674,15K015,P.S. 015 Patrick F. Daly,2021,15,Elementary School,423.0,K,True,0.02600472792983055,0.3120567500591278,0.4515366554260254,,0.1702127605676651,0.04018910601735115,0.4208037853240967,0.054373521357774734,0.7541370987892151,0.7919432520866394,0.7919432520866394,13055807.974081643,5351983.682269644,7703824.291811999,13055807.974081643,600.0,45000.6,43337.37,33630.37,Active,1.0,0.04018912464380264,0.0,0.0,unresolvable,34693.6,True,15090.0703125,28247.299687500003,0.6518000443381774,under_1.00,False,False,False,False,False,False,False,False,False,False,False,False,True,12652.443693308851,18212.350571659572,30864.794264968423,1.4184397163120568,106.38439716312057,102.45241134751774,79.50442080378251,4.424612430869927,0.8408209492319744,0.3446787827251678,Q3,Q2,Q5,Q5
3675,15K024,P.S. 024,2021,15,Elementary School,543.0,K,True,0.040515653789043427,0.012891344726085663,0.8655617237091064,,0.06998158246278763,0.011049695312976837,0.24861878156661987,0.4106813967227936,0.9484346508979797,0.8801215291023254,0.8801215291023254,12756405.349300243,6346393.401739365,6410011.947560878,12756405.349300243,3720.0,944.79,90.07459999999999,3094.01,Active,1.0,0.0018416206585243344,0.009208102710545063,0.0,start_balance_div100,228.72540000000026,False,3741.169921875,3651.095321875,40.53412751069669,extreme_outlier,False,False,False,False,False,False,False,False,False,False,False,False,False,11687.648990311907,11804.810216502538,23492.459206814445,6.850828729281768,1.7399447513812154,0.165883241252302,5.6979926335174955,2.2694437699068817,0.014887038041812219,0.007406396818926946,Q4,Q3,Q2,Q3
3676,15K029,P.S. 029 John M. Harrigan,2021,15,Elementary School,812.0,K,True,0.054187193512916565,0.017241379246115685,0.11945813149213791,,0.7302955389022827,0.07881775684654713,0.16871921718120575,0.0258620698004961,0.12807881832122803,0.12272749841213226,0.1227274984121322,11983943.75277916,7401952.957568934,4581990.7952102255,11983943.75277916,379842.0,514446.0,504616.0,370012.0,Active,1.0,0.07635468244552612,0.001231527072377503,0.001231527072377503,none,0.0,False,517154.0,12538.0,0.024846616040712144,under_0.05,False,False,False,False,False,False,False,False,False,False,False,False,False,9115.705612769623,5642.845806909145,14758.551419678768,467.7857142857143,633.5541871921182,621.448275862069,455.679802955665,6.130478010876142,6.9501387397220435,4.292793846605767,Q1,Q5,Q5,Q5
