,Unnamed: 0,dbn,school_name_x,year,district,school_type,total_enrollment,borough,in_sample,p_asian,p_black,p_hispanic,p_multiple_race_categories_not_represented,p_white,p_other_race,p_students_with_disabilities,p_english_language_learners,p_poverty,economic_need_index,eni_n,weighted_register_allocation,total_fsf_allocations,non_fsf_budget_allocations,total_budget_allocation,pta_income,pta_expenditure,pta_start_balance,pta_end_balance,pta_category,pta_active,p_multi_racial,p_native_american,p_missing_race_ethnicity_data,correction_applied,pta_end_balance_implied,pta_end_balance_diff,pta_end_balance_pct_diff,balance_wy_diff_flag,lag_pta_end_balance,ets_balance_diff,ets_balance_pct_diff,ets_balance_diff_cat,ets_balance_diff_flag,pta_start_balance_wy_transaction_flag,pta_income_wy_transaction_flag,pta_expenditure_wy_transaction_flag,pta_end_balance_wy_transaction_flag,pta_start_balance_ws_transaction_flag,pta_income_ws_transaction_flag,pta_expenditure_ws_transaction_flag,pta_end_balance_ws_transaction_flag,any_wy_transaction_flag,any_ws_transaction_flag,any_transaction_flag,anomaly_flag,pp_fsf,pp_non_fsf,pp_total_public,pp_pta_income,pp_pta_expenditure,pp_pta_start_balance,pp_pta_end_balance,pp_total_funding,pta_expenditure_as_p_of_fsf,pta_expenditure_as_p_of_public,pta_expenditure_as_p_of_total,eni_quintile,pp_pta_income_quintile,pp_pta_expenditure_quintile,pp_pta_end_balance_quintile
2055,2055,11X175,P.S. 175 City Island,2020,11.0,K-8 School,300.0,X,True,0.05,0.1,0.453,0.03,0.367,0.03,0.19,0.06,54.7%,51.8%,0.518,4959258.0,4037165.0,922093.0,4959258.0,,,,,Missing,,,,,none,,,,False,1277.98,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13457.216666666667,3073.6433333333334,16530.86,,,,,,,,,Q1,,,
2056,2056,11X178,P.S. 178 - Dr. Selman Waksman,2020,11.0,Elementary School,358.0,X,True,0.017,0.606,0.327,0.014,0.036,0.014,0.209,0.034,78.5%,63.6%,0.636,8314968.0,4731347.0,3583621.0,8314968.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13216.053072625698,10010.114525139665,23226.167597765365,,,,,,,,,Q2,,,
2061,2061,11X249,Bronx Health Sciences High School,2020,11.0,Senior High School,287.0,X,True,0.084,0.544,0.31,0.028,0.035,0.0269999999999999,0.108,0.038,79.4%,70.5%,0.705,4441107.0,3143667.0,1297440.0,4441107.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10953.543554006968,4520.696864111498,15474.240418118468,,,,,,,,,Q2,,,
2062,2062,11X253,Bronx High School for Writing and Communication Ar,2020,11.0,Senior High School,301.0,X,True,0.047,0.435,0.465,0.017,0.037,0.0159999999999999,0.229,0.153,78.7%,85.4%,0.8540000000000001,5353235.0,3838399.0,1514836.0,5353235.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12752.156146179404,5032.677740863787,17784.83388704319,,,,,,,,,Q4,,,
2064,2064,11X270,Academy for Scholarship and Entrepreneurship: A Co,2020,11.0,Senior High School,363.0,X,True,0.003,0.642,0.309,0.011,0.036,0.0099999999999999,0.196,0.058,77.7%,79.4%,0.794,6830607.0,4291069.0,2539539.0,6830607.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11821.126721763085,6995.975206611571,18817.099173553717,,,,,,,,,Q3,,,
2066,2066,11X287,North Bronx School of Empowerment,2020,11.0,Middle/Junior High School,513.0,X,True,0.025,0.532,0.384,0.027,0.031,0.0279999999999999,0.253,0.158,87.3%,89.5%,0.895,10561982.0,7526150.0,3035832.0,10561982.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14670.857699805068,5917.801169590643,20588.658869395713,,,,,,,,,Q4,,,
2067,2067,11X288,Collegiate Institute for Math and Science,2020,11.0,Senior High School,569.0,X,True,0.121,0.329,0.387,0.019,0.144,0.019,0.163,0.032,74.2%,74.1%,0.741,7629208.0,5969149.0,1660058.0,7629208.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10490.595782073811,2917.5008787346223,13408.09841827768,,,,,,,,,Q2,,,
2075,2075,11X455,Harry S Truman High School,2020,11.0,Senior High School,2172.0,X,True,0.034,0.488,0.417,0.025,0.037,0.024,0.239,0.073,74.8%,77.9%,0.779,31206848.0,23478222.0,7728626.0,31206848.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10809.49447513812,3558.2992633517497,14367.79373848987,,,,,,,,,Q3,,,
2081,2081,11X508,Bronxdale High School,2020,11.0,Senior High School,448.0,X,True,0.054,0.279,0.569,0.013,0.085,0.013,0.239,0.071,89.5%,79.7%,0.797,9476294.0,5856479.0,3619815.0,9476294.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13072.497767857143,8079.944196428572,21152.441964285714,,,,,,,,,Q3,,,
2084,2084,11X514,The Bronxwood Preparatory Academy,2020,11.0,Senior High School,354.0,X,True,0.04,0.585,0.302,0.045,0.028,0.045,0.249,0.059,76.0%,79.4%,0.794,5531433.0,4482777.0,1048655.0,5531433.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12663.21186440678,2962.3022598870057,15625.516949152545,,,,,,,,,Q3,,,
2097,2097,12X061,P.S. 061 Francisco Oller,2020,12.0,Elementary School,264.0,X,True,0.008,0.163,0.807,0.019,0.004,0.0179999999999999,0.205,0.129,Above 95%,Above 95%,0.95,5720697.0,2952615.0,2768082.0,5720697.0,,,,,Missing,,,,,none,,,,False,180.86,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11184.147727272728,10485.15909090909,21669.30681818182,,,,,,,,,Q5,,,
2098,2098,12X066,P.S. 066 School of Higher Expectations,2020,12.0,Elementary School,539.0,X,True,0.017,0.317,0.633,0.009,0.024,0.009,0.215,0.113,91.8%,94.7%,0.947,12072190.0,6771994.0,5300196.0,12072190.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12563.99628942486,9833.38775510204,22397.3840445269,,,,,,,,,Q5,,,
2106,2106,12X196,P.S. 196,2020,12.0,Elementary School,815.0,X,True,0.017,0.125,0.822,0.029,0.006,0.03,0.218,0.324,87.1%,93.3%,0.933,13638095.0,8957328.0,4680767.0,13638095.0,,,,,Missing,,,,,none,,,,False,1267.55,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10990.586503067483,5743.272392638037,16733.85889570552,,,,,,,,,Q5,,,
2111,2111,12X242,Mott Hall V,2020,12.0,Junior-Senior High School,662.0,X,True,0.039,0.165,0.785,0.008,0.003,0.0079999999999999,0.296,0.128,89.1%,90.4%,0.904,11597294.0,8657483.0,2939811.0,11597294.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13077.768882175227,4440.802114803625,17518.57099697885,,,,,,,,,Q4,,,
2112,2112,12X248,"Metropolitan High School, The",2020,12.0,Senior High School,273.0,X,True,0.0,0.227,0.747,0.011,0.015,0.011,0.308,0.26,Above 95%,Above 95%,0.95,6772149.0,4567729.0,2204420.0,6772149.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,16731.608058608057,8074.798534798535,24806.406593406595,,,,,,,,,Q5,,,
2119,2119,12X314,Fairmont Neighborhood School,2020,12.0,Elementary School,279.0,X,True,0.0,0.366,0.613,0.004,0.018,0.003,0.312,0.125,94.6%,Above 95%,0.95,7228033.0,3695374.0,3532659.0,7228033.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13245.068100358423,12661.860215053764,25906.928315412188,,,,,,,,,Q5,,,
2123,2123,12X383,Emolior Academy,2020,12.0,Middle/Junior High School,349.0,X,True,0.083,0.241,0.665,0.009,0.003,0.0079999999999999,0.241,0.203,91.4%,91.7%,0.917,6013187.0,4696906.0,1316281.0,6013187.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13458.183381088826,3771.5787965616046,17229.76217765043,,,,,,,,,Q4,,,
2127,2127,12X478,The Cinema School,2020,12.0,Senior High School,355.0,X,True,0.017,0.172,0.755,0.031,0.025,0.031,0.206,0.048,84.5%,87.2%,0.872,5200065.0,4226997.0,973067.0,5200065.0,,,,,Missing,,,,,none,,,,False,3357.45,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11907.0338028169,2741.0338028169012,14648.070422535213,,,,,,,,,Q4,,,
2128,2128,12X479,Bronx Career and College Preparatory High School,2020,12.0,Senior High School,275.0,X,True,0.022,0.32,0.625,0.025,0.007,0.0259999999999999,0.313,0.182,89.8%,94.1%,0.941,5616521.0,4214699.0,1401822.0,5616521.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15326.178181818184,5097.534545454546,20423.712727272727,,,,,,,,,Q5,,,
2129,2129,12X511,Bronx Envision Academy,2020,12.0,Senior High School,393.0,X,True,0.015,0.326,0.628,0.013,0.018,0.0129999999999999,0.282,0.148,86.3%,92.0%,0.92,8030889.0,5799973.0,2230916.0,8030889.0,,,,,Missing,,,,,none,,,,False,147.95,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14758.201017811703,5676.631043256997,20434.8320610687,,,,,,,,,Q5,,,
2134,2134,12X595,P.S. 595,2020,12.0,Elementary School,191.0,X,True,0.0,0.236,0.733,0.005,0.026,0.005,0.215,0.194,92.1%,93.4%,0.934,4543174.0,2333035.0,2210139.0,4543174.0,,,,,Missing,,,,,none,,,,False,350.18,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12214.842931937172,11571.40837696335,23786.25130890052,,,,,,,,,Q5,,,
2143,2143,13K044,P.S. 044 Marcus Garvey,2020,13.0,Elementary School,124.0,K,True,0.0,0.863,0.089,0.016,0.032,0.016,0.234,0.048,94.4%,93.9%,0.939,3284932.0,1559477.0,1725455.0,3284932.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12576.42741935484,13914.959677419354,26491.387096774193,,,,,,,,,Q5,,,
2144,2144,13K046,P.S. 046 Edward C. Blum,2020,13.0,Elementary School,251.0,K,True,0.016,0.462,0.438,0.044,0.04,0.044,0.283,0.131,83.7%,81.6%,0.816,6062846.0,2737012.0,3325834.0,6062846.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10904.430278884462,13250.334661354582,24154.764940239045,,,,,,,,,Q3,,,
2147,2147,13K067,P.S. 067 Charles A. Dorsey,2020,13.0,Elementary School,222.0,K,True,0.032,0.595,0.329,0.018,0.027,0.017,0.32,0.095,Above 95%,Above 95%,0.95,5172436.0,2925740.0,2246695.0,5172436.0,,,,,Missing,,,,,none,,,,False,705.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13179.009009009009,10120.247747747748,23299.26126126126,,,,,,,,,Q5,,,
2161,2161,13K350,Urban Assembly School of Music and Art,2020,13.0,Senior High School,193.0,K,True,0.01,0.715,0.254,0.005,0.016,0.005,0.249,0.036,82.9%,85.2%,0.852,3549001.0,2546030.0,1002971.0,3549001.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13191.865284974094,5196.740932642487,18388.60621761658,,,,,,,,,Q4,,,
2167,2167,13K483,The Urban Assembly School for Law and Justice,2020,13.0,Senior High School,445.0,K,True,0.025,0.649,0.272,0.027,0.027,0.0269999999999999,0.162,0.022,75.5%,72.8%,0.728,6446618.0,4947490.0,1499128.0,6446618.0,,,,,Missing,,,,,none,,,,False,108.68,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11117.955056179777,3368.826966292135,14486.78202247191,,,,,,,,,Q2,,,
2169,2169,13K499,ACORN Community High School,2020,13.0,Senior High School,103.0,K,True,0.029,0.757,0.155,0.029,0.029,0.0299999999999999,0.34,0.029,85.4%,83.5%,0.835,2718388.0,1769546.0,948843.0,2718388.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,17180.058252427185,9212.067961165048,26392.11650485437,,,,,,,,,Q3,,,
2171,2171,13K594,Gotham Professional Arts Academy,2020,13.0,Senior High School,152.0,K,True,0.013,0.789,0.191,0.0,0.007,-3.642919299551295e-17,0.316,0.02,80.3%,84.1%,0.841,3289245.0,2402250.0,886995.0,3289245.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15804.276315789471,5835.493421052632,21639.769736842107,,,,,,,,,Q3,,,
2191,2191,14K132,P.S. 132 The Conselyea School,2020,14.0,Elementary School,713.0,K,True,0.072,0.13,0.295,0.035,0.468,0.0349999999999999,0.121,0.045,38.0%,48.4%,0.484,10173545.0,6063132.0,4110413.0,10173545.0,,,,,Missing,,,,,none,,,,False,61061.63,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,8503.691444600281,5764.955119214586,14268.646563814867,,,,,,,,,Q1,,,
2194,2194,14K196,P.S. 196 Ten Eyck,2020,14.0,Elementary School,309.0,K,True,0.01,0.188,0.744,0.032,0.026,0.032,0.23,0.107,83.2%,85.7%,0.857,6511205.0,3240954.0,3270251.0,6511205.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10488.52427184466,10583.336569579287,21071.86084142395,,,,,,,,,Q4,,,
2197,2197,14K297,P.S. 297 Abraham Stockton,2020,14.0,Elementary School,207.0,K,True,0.005,0.357,0.599,0.024,0.014,0.025,0.237,0.155,88.4%,94.1%,0.941,5492419.0,2409537.0,3082882.0,5492419.0,,,,,Missing,,,,,none,,,,False,328.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11640.27536231884,14893.149758454108,26533.425120772947,,,,,,,,,Q5,,,
2207,2207,14K488,Brooklyn Preparatory High School,2020,14.0,Senior High School,532.0,K,True,0.019,0.421,0.53,0.015,0.015,0.0149999999999999,0.169,0.028,85.3%,78.1%,0.7809999999999999,7313621.0,5690548.0,1623074.0,7313621.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10696.51879699248,3050.8909774436092,13747.407894736842,,,,,,,,,Q3,,,
2246,2246,15K448,Brooklyn Collaborative Studies,2020,15.0,Junior-Senior High School,640.0,K,True,0.039,0.317,0.419,0.034,0.191,0.034,0.289,0.048,64.5%,66.1%,0.6609999999999999,12479579.0,8426996.0,4052582.0,12479579.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13167.18125,6332.159375,19499.3421875,,,,,,,,,Q2,,,
2249,2249,15K464,Park Slope Collegiate,2020,15.0,Junior-Senior High School,668.0,K,True,0.051,0.299,0.409,0.028,0.213,0.0280000000000001,0.238,0.064,62.9%,61.8%,0.618,10556130.0,8011012.0,2545117.0,10556130.0,,,,,Missing,,,,,none,,,,False,13496.11,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11992.532934131736,3810.055389221557,15802.58982035928,,,,,,,,,Q2,,,
2253,2253,15K592,Khalil Gibran International Academy,2020,15.0,Senior High School,189.0,K,True,0.196,0.354,0.153,0.053,0.243,0.0539999999999999,0.206,0.365,85.2%,90.9%,0.909,4155229.0,3099447.0,1055782.0,4155229.0,,,,,Missing,,,,,none,,,,False,164.28,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,16399.190476190477,5586.148148148148,21985.338624338623,,,,,,,,,Q4,,,
2264,2264,16K026,P.S. 026 Jesse Owens,2020,16.0,Elementary School,233.0,K,True,0.034,0.635,0.232,0.013,0.086,0.0129999999999999,0.223,0.039,68.2%,76.8%,0.768,7552815.0,2270033.0,5282782.0,7552815.0,,,,,Missing,,,,,none,,,,False,916.57,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,9742.630901287554,22672.884120171675,32415.51502145923,,,,,,,,,Q3,,,
2268,2268,16K057,Whitelaw Reid Academy of Arts and Business,2020,16.0,Middle/Junior High School,119.0,K,True,0.017,0.655,0.252,0.034,0.042,0.0339999999999999,0.345,0.092,92.4%,91.1%,0.911,3895025.0,2059574.0,1835451.0,3895025.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,17307.344537815126,15423.957983193275,32731.302521008405,,,,,,,,,Q4,,,
2272,2272,16K267,"M.S. 267 Math, Science & Technology",2020,16.0,Middle/Junior High School,198.0,K,True,0.005,0.732,0.212,0.035,0.015,0.036,0.333,0.04,87.9%,89.8%,0.898,4716158.0,3231423.0,1484735.0,4716158.0,,,,,Missing,,,,,none,,,,False,108.25,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,16320.318181818182,7498.661616161616,23818.9797979798,,,,,,,,,Q4,,,
2277,2277,16K498,Brooklyn High School for Law and Technology,2020,16.0,Senior High School,578.0,K,True,0.035,0.607,0.304,0.028,0.026,0.028,0.216,0.073,82.5%,83.4%,0.8340000000000001,8539898.0,6325499.0,2214399.0,8539898.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10943.769896193771,3831.1401384083047,14774.910034602077,,,,,,,,,Q3,,,
2279,2279,16K628,Brooklyn Brownstone School,2020,16.0,Elementary School,292.0,K,True,0.014,0.771,0.113,0.027,0.075,0.0269999999999999,0.164,0.003,63.7%,59.8%,0.598,4691414.0,2946033.0,1745381.0,4691414.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10089.15410958904,5977.332191780822,16066.486301369863,,,,,,,,,Q2,,,
2289,2289,17K092,P.S. 092 Adrian Hegeman,2020,17.0,Elementary School,344.0,K,True,0.102,0.642,0.166,0.035,0.055,0.0349999999999999,0.203,0.218,91.6%,86.0%,0.86,8279870.0,3851270.0,4428600.0,8279870.0,,,,,Missing,,,,,none,,,,False,47.97,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11195.552325581397,12873.837209302326,24069.38953488372,,,,,,,,,Q4,,,
2298,2298,17K246,M.S. 246 Walt Whitman,2020,17.0,Middle/Junior High School,416.0,K,True,0.026,0.683,0.224,0.019,0.048,0.0189999999999999,0.219,0.281,82.7%,85.4%,0.8540000000000001,8486181.0,5751403.0,2734778.0,8486181.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13825.48798076923,6573.985576923077,20399.47355769231,,,,,,,,,Q4,,,
2303,2303,17K352,Ebbets Field Middle School,2020,17.0,Middle/Junior High School,123.0,K,True,0.033,0.699,0.179,0.0,0.089,5.551115123125783e-17,0.317,0.146,Above 95%,89.2%,0.892,4021833.0,2334951.0,1686881.0,4021833.0,,,,,Missing,,,,,none,,,,False,165.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,18983.341463414636,13714.479674796748,32697.829268292684,,,,,,,,,Q4,,,
2307,2307,17K382,Academy for College Preparation and Career Explora,2020,17.0,Junior-Senior High School,346.0,K,True,0.006,0.723,0.199,0.049,0.023,0.049,0.171,0.121,84.7%,84.5%,0.845,5618922.0,4217289.0,1401633.0,5618922.0,,,,,Missing,,,,,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12188.696531791908,4050.9624277456646,16239.658959537572,,,,,,,,,Q3,,,
2310,2310,17K398,P.S. 398 Walter Weaver,2020,17.0,Elementary School,265.0,K,True,0.011,0.819,0.14,0.015,0.015,0.015,0.211,0.075,Above 95%,92.8%,0.928,6542091.0,2942646.0,3599445.0,6542091.0,,,,,Missing,,,,,none,,,,False,758.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11104.324528301886,13582.811320754718,24687.135849056605,,,,,,,,,Q5,,,
2318,2318,17K537,High School for Youth and Community Development at,2020,17.0,Senior High School,466.0,K,True,0.03,0.79,0.139,0.015,0.026,0.0149999999999999,0.245,0.077,72.5%,78.5%,0.785,7977509.0,5766798.0,2210711.0,7977509.0,,,,,Missing,,,,,none,,,,False,1038.01,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12375.103004291845,4744.015021459228,17119.11802575107,,,,,,,,,Q3,,,
2319,2319,17K539,High School for Service & Learning at Erasmus,2020,17.0,Senior High School,299.0,K,True,0.033,0.736,0.191,0.023,0.017,0.023,0.204,0.14,81.6%,85.0%,0.85,5033907.0,3699022.0,1334885.0,5033907.0,,,,,Missing,,,,,none,,,,False,1271.95,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12371.311036789297,4464.498327759197,16835.809364548495,,,,,,,,,Q3,,,
2321,2321,17K546,High School for Public Service: Heroes of Tomorrow,2020,17.0,Senior High School,475.0,K,True,0.038,0.792,0.135,0.027,0.008,0.0269999999999999,0.185,0.011,78.5%,75.1%,0.7509999999999999,7380901.0,5075312.0,2305589.0,7380901.0,,,,,Missing,,,,,none,,,,False,204.7,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10684.867368421052,4853.871578947368,15538.738947368422,,,,,,,,,Q2,,,
2322,2322,17K547,Brooklyn Academy of Science and the Environment,2020,17.0,Senior High School,342.0,K,True,0.058,0.731,0.146,0.018,0.047,0.018,0.164,0.061,78.1%,77.6%,0.7759999999999999,5429357.0,3945100.0,1484258.0,5429357.0,,,,,Missing,,,,,none,,,,False,567.93,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11535.380116959064,4339.93567251462,15875.312865497075,,,,,,,,,Q3,,,
2323,2323,17K548,Brooklyn School for Music & Theatre,2020,17.0,Senior High School,278.0,K,True,0.011,0.755,0.223,0.004,0.007,0.0039999999999999,0.209,0.025,83.1%,84.0%,0.84,4721512.0,3506708.0,1214804.0,4721512.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12614.057553956834,4369.798561151079,16983.856115107912,,,,,,,,,Q3,,,
2332,2332,18K068,I.S. 068 Isaac Bildersee,2020,18.0,Middle/Junior High School,239.0,K,True,0.067,0.703,0.092,0.004,0.134,0.004,0.297,0.247,84.9%,80.7%,0.807,6690570.0,3771536.0,2919034.0,6690570.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15780.485355648536,12213.531380753138,27994.01673640167,,,,,,,,,Q3,,,
2335,2335,18K135,P.S. 135 Sheldon A. Brookner,2020,18.0,Elementary School,465.0,K,True,0.017,0.809,0.071,0.013,0.09,0.0129999999999999,0.166,0.084,87.1%,82.1%,0.821,9032872.0,4752336.0,4280536.0,9032872.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10220.07741935484,9205.45376344086,19425.531182795698,,,,,,,,,Q3,,,
2337,2337,18K211,I.S. 211 John Wilson,2020,18.0,Middle/Junior High School,342.0,K,True,0.015,0.801,0.117,0.029,0.038,0.0289999999999999,0.289,0.108,80.1%,75.5%,0.755,8040034.0,4937895.0,3102139.0,8040034.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14438.28947368421,9070.58187134503,23508.87134502924,,,,,,,,,Q2,,,
2342,2342,18K268,P.S. 268 Emma Lazarus,2020,18.0,Elementary School,320.0,K,True,0.013,0.887,0.066,0.009,0.025,0.0089999999999999,0.181,0.066,80.9%,82.2%,0.8220000000000001,6153394.0,3423618.0,2729775.0,6153394.0,,,,,Missing,,,,,none,,,,False,435.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10698.80625,8530.546875,19229.35625,,,,,,,,,Q3,,,
2345,2345,18K279,P.S. 279 Herman Schreiber,2020,18.0,Elementary School,348.0,K,True,0.029,0.859,0.069,0.011,0.032,0.011,0.152,0.046,79.6%,69.4%,0.6940000000000001,6817887.0,3361620.0,3456267.0,6817887.0,,,,,Missing,,,,,none,,,,False,4436.4,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,9659.827586206897,9931.801724137931,19591.629310344822,,,,,,,,,Q2,,,
2353,2353,18K581,"The Middle School of Media, Law and Fine Arts",2020,18.0,Middle/Junior High School,234.0,K,True,0.009,0.859,0.068,0.03,0.034,0.03,0.244,0.094,82.9%,82.9%,0.8290000000000001,5329097.0,3584532.0,1744565.0,5329097.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15318.51282051282,7455.4059829059825,22773.918803418805,,,,,,,,,Q3,,,
2354,2354,18K588,Middle School for Art and Philosophy,2020,18.0,Middle/Junior High School,165.0,K,True,0.012,0.879,0.079,0.012,0.018,0.0119999999999999,0.352,0.067,86.1%,81.6%,0.816,4250104.0,2682275.0,1567829.0,4250104.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,16256.212121212122,9501.993939393938,25758.206060606062,,,,,,,,,Q3,,,
2359,2359,18K642,Urban Action Academy,2020,18.0,Senior High School,209.0,K,True,0.029,0.761,0.129,0.0,0.081,-1.7347234759768068e-17,0.191,0.191,91.4%,83.9%,0.8390000000000001,4555583.0,2935871.0,1619712.0,4555583.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14047.22966507177,7749.818181818182,21797.047846889953,,,,,,,,,Q3,,,
2362,2362,19K013,P.S. 013 Roberto Clemente,2020,19.0,Elementary School,417.0,K,True,0.038,0.667,0.242,0.019,0.034,0.0189999999999999,0.242,0.089,92.6%,91.3%,0.913,10251263.0,4837147.0,5414116.0,10251263.0,,,,,Missing,,,,,none,,,,False,62.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11599.872901678656,12983.491606714628,24583.36450839329,,,,,,,,,Q4,,,
2372,2372,19K213,P.S. 213 New Lots,2020,19.0,Elementary School,259.0,K,True,0.039,0.714,0.166,0.023,0.058,0.023,0.178,0.085,90.0%,90.7%,0.907,5233701.0,2490267.0,2743434.0,5233701.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,9614.9305019305,10592.409266409266,20207.339768339767,,,,,,,,,Q4,,,
2380,2380,19K325,The Fresh Creek School,2020,19.0,Elementary School,190.0,K,True,0.0,0.663,0.295,0.026,0.016,0.0259999999999999,0.195,0.032,90.0%,90.5%,0.905,3592699.0,2164725.0,1427974.0,3592699.0,,,,,Missing,,,,,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11393.28947368421,7515.652631578947,18908.94210526316,,,,,,,,,Q4,,,
2384,2384,19K364,I.S. 364 Gateway,2020,19.0,Middle/Junior High School,265.0,K,True,0.034,0.698,0.223,0.008,0.038,0.007,0.313,0.023,81.1%,82.7%,0.8270000000000001,5626254.0,3923117.0,1703137.0,5626254.0,,,,,Missing,,,,,none,,,,False,158.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14804.215094339625,6426.932075471698,21231.14716981132,,,,,,,,,Q3,,,
2388,2388,19K452,Frederick Douglass Academy VIII Middle School,2020,19.0,Middle/Junior High School,307.0,K,True,0.072,0.687,0.208,0.0,0.033,-4.163336342344337e-17,0.186,0.023,94.8%,74.6%,0.746,5506179.0,3862194.0,1643985.0,5506179.0,,,,,Missing,,,,,none,,,,False,673.75,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12580.436482084691,5355.0,17935.43648208469,,,,,,,,,Q2,,,
