,Unnamed: 0,dbn,school_name_x,year,district,school_type,total_enrollment,borough,in_sample,p_asian,p_black,p_hispanic,p_multiple_race_categories_not_represented,p_white,p_other_race,p_students_with_disabilities,p_english_language_learners,p_poverty,economic_need_index,eni_n,weighted_register_allocation,total_fsf_allocations,non_fsf_budget_allocations,total_budget_allocation,pta_income,pta_expenditure,pta_start_balance,pta_end_balance,pta_category,pta_active,p_multi_racial,p_native_american,p_missing_race_ethnicity_data,correction_applied,pta_end_balance_implied,pta_end_balance_diff,pta_end_balance_pct_diff,balance_wy_diff_flag,lag_pta_end_balance,ets_balance_diff,ets_balance_pct_diff,ets_balance_diff_cat,ets_balance_diff_flag,pta_start_balance_wy_transaction_flag,pta_income_wy_transaction_flag,pta_expenditure_wy_transaction_flag,pta_end_balance_wy_transaction_flag,pta_start_balance_ws_transaction_flag,pta_income_ws_transaction_flag,pta_expenditure_ws_transaction_flag,pta_end_balance_ws_transaction_flag,any_wy_transaction_flag,any_ws_transaction_flag,any_transaction_flag,anomaly_flag,pp_fsf,pp_non_fsf,pp_total_public,pp_pta_income,pp_pta_expenditure,pp_pta_start_balance,pp_pta_end_balance,pp_total_funding,pta_expenditure_as_p_of_fsf,pta_expenditure_as_p_of_public,pta_expenditure_as_p_of_total,eni_quintile,pp_pta_income_quintile,pp_pta_expenditure_quintile,pp_pta_end_balance_quintile
6130,6130,06M004,P.S. 004 Duke Ellington,2023,6.0,Elementary School,441.0,M,True,0.0181405898183584,0.0907029509544372,0.8435373902320862,,0.027210883796215,0.020408185198903,0.20181405544281,0.2154195010662078,0.7891156673431396,0.8288000226020813,0.8288000226020813,10843204.889997626,4638253.65310281,6204951.236894816,10843204.889997626,,,,,Missing,,0.0022675737272948,0.0158730167895555,0.0022675737272948,none,,,,False,2294.48,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10517.581979824963,14070.184210645844,24587.766190470807,,,,,,,,,Q3,,,
6131,6131,06M005,P.S. 005 Ellen Lurie,2023,6.0,Elementary School,426.0,M,True,0.0023474178742617,0.0586854442954063,0.9131455421447754,,0.0070422533899545,0.0187793422956019,0.2887323796749115,0.3568075001239776,0.8920187950134277,0.9050964713096619,0.905096471309662,11698709.659469152,5038382.963599344,6660326.695869808,11698709.659469152,,,,,Missing,,0.0070422533899545,0.0,0.0117370896041393,none,,,,False,1598.45,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11827.19005539752,15634.569708614574,27461.759764012095,,,,,,,,,Q4,,,
6132,6132,06M008,P.S. 008 Luis Belliard,2023,6.0,Elementary School,340.0,M,True,0.0088235298171639,0.0264705885201692,0.9235293865203856,,0.0294117648154497,0.0117647303268313,0.2617647051811218,0.3470588326454162,0.9352940917015076,0.8913952708244324,0.8913952708244324,7803104.906850708,3960896.9676922592,3842207.939158449,7803104.906850708,,,,,Missing,,0.0088235298171639,0.0029411765281111,0.0,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11649.696963800763,11300.611585760143,22950.308549560905,,,,,,,,,Q4,,,
6136,6136,06M052,Harold O. Levy School,2023,6.0,Middle/Junior High School,145.0,M,True,0.0068965516984462,0.0551724135875701,0.9379310607910156,,0.0,-2.60770320892334e-08,0.3448275923728943,0.3793103396892547,Above 95%,Above 95%,0.95,6343438.000283227,2863627.5610636463,3479810.439219581,6343438.000283227,,,,,Missing,,0.0,0.0,0.0,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,19749.15559354239,23998.692684272977,43747.84827781536,,,,,,,,,Q5,,,
6141,6141,06M132,P.S. 132 Juan Pablo Duarte,2023,6.0,Elementary School,155.0,M,True,0.0,0.0516129024326801,0.9354838728904724,,0.006451612804085,0.0064516118727624,0.3483870923519134,0.5483871102333069,0.8709677457809448,0.9036709666252136,0.9036709666252136,5350882.756066764,2546254.772267022,2804627.983799741,5350882.756066764,,,,,Missing,,0.0,0.0,0.006451612804085,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,16427.45014365821,18094.37408903059,34521.8242326888,,,,,,,,,Q4,,,
6143,6143,06M152,P.S. 152 Dyckman Valley,2023,6.0,Elementary School,484.0,M,True,0.0020661156158894,0.0433884300291538,0.8574380278587341,,0.018595041707158,0.0785123847890645,0.1859504133462906,0.2272727340459823,0.9442148804664612,0.9183912873268127,0.9183912873268129,11040841.458865885,5155553.866889602,5885287.591976281,11040841.458865885,,,,,Missing,,0.070247933268547,0.0061983470804989,0.0020661156158894,none,,,,False,171.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10651.970799358682,12159.68510738901,22811.655906747692,,,,,,,,,Q4,,,
6147,6147,06M187,P.S./I.S. 187 Hudson Cliffs,2023,6.0,K-8 School,760.0,M,True,0.0342105254530906,0.039473682641983,0.4855263233184814,,0.3697368502616882,0.0710526183247566,0.2144736796617508,0.0368421040475368,0.42105263471603394,0.389922171831131,0.389922171831131,11651978.993192537,8328222.485620355,3323756.5075721815,11651978.993192537,,,,,Missing,,0.0592105276882648,0.0039473683573305,0.0078947367146611,none,,,,False,93081.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10958.187481079414,4373.36382575287,15331.551306832283,,,,,,,,,Q1,,,
6153,6153,06M223,The Mott Hall School,2023,6.0,Middle/Junior High School,247.0,M,True,0.0566801615059375,0.0931174084544181,0.6801619529724121,,0.1336032450199127,0.0364372320473194,0.149797573685646,0.0647773295640945,0.7327935099601746,0.7000488042831421,0.7000488042831421,4163253.622611221,3186701.710745372,976551.9118658486,4163253.622611221,,,,,Missing,,0.0202429145574569,0.0040485830977559,0.0121457492932677,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12901.626359293004,3953.6514650439217,16855.277824336925,,,,,,,,,Q2,,,
6155,6155,06M293,City College Magnet School of the Arts,2023,6.0,Junior-Senior High School,585.0,M,True,0.0068376068957149,0.0205128211528062,0.9487179517745972,,0.0222222227603197,0.0017093974165618,0.2068376094102859,0.0786324813961982,0.9196581244468689,0.8842564225196838,0.8842564225196838,10437452.96939983,7519574.274253816,2917878.695146014,10437452.96939983,,,,,Missing,,0.0017094017239287,0.0,0.0,none,,,,False,145.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12853.973118382592,4987.826829309425,17841.799947692016,,,,,,,,,Q4,,,
6156,6156,06M311,Amistad Dual Language School,2023,6.0,K-8 School,397.0,M,True,0.0050377831794321,0.002518891589716,0.969773292541504,,0.0125944586470723,0.0100755740422755,0.256926953792572,0.3526448309421539,0.8513854146003723,0.8217985033988953,0.8217985033988953,9141865.183977772,5707080.048831299,3434785.1351464726,9141865.183977772,,,,,Missing,,0.0075566750019788,0.0,0.002518891589716,none,,,,False,27354.73,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14375.516495796724,8651.851725809754,23027.368221606477,,,,,,,,,Q3,,,
6158,6158,06M319,M.S. 319 - Maria Teresa,2023,6.0,Middle/Junior High School,237.0,M,True,0.0042194090783596,0.0253164563328027,0.9535865187644958,,0.0126582281664013,0.0042193876579403,0.3080168664455414,0.236286923289299,0.8987341523170471,0.9084261655807495,0.9084261655807496,7244114.097893345,4107466.3011930767,3136647.7967002685,7244114.097893345,,,,,Missing,,0.0,0.0,0.0042194090783596,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,17331.081439633235,13234.800829958938,30565.882269592177,,,,,,,,,Q4,,,
6160,6160,06M324,M.S. 324 - Patria Mirabal,2023,6.0,Middle/Junior High School,222.0,M,True,0.0135135138407349,0.0765765756368637,0.8648648858070374,,0.0360360369086265,0.0090089878067374,0.2837837934494018,0.4054054021835327,0.8963963985443115,0.9062657952308655,0.9062657952308656,6968057.287069489,4045214.205408596,2922843.0816608933,6968057.287069489,,,,,Missing,,0.0,0.0045045046135783,0.0045045046135783,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,18221.685609948632,13165.959827301322,31387.64543724995,,,,,,,,,Q4,,,
6163,6163,06M348,Washington Heights Expeditionary Learning School,2023,6.0,K-12 School,964.0,M,True,0.0082987556234002,0.024896265938878,0.9139004349708556,,0.0259336102753877,0.0269709331914782,0.2551867365837097,0.1981327831745147,0.8495850563049316,0.8537271618843079,0.8537271618843079,18599409.55320556,12378006.087731035,6221403.465474524,18599409.55320556,,,,,Missing,,0.0093360999599099,0.0,0.0176348555833101,none,,,,False,16400.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12840.255277729291,6453.73803472461,19293.993312453906,,,,,,,,,Q3,,,
6165,6165,06M368,The William Lynch School,2023,6.0,Elementary School,233.0,M,True,0.004291845485568,0.2446351945400238,0.4806866943836212,,0.2403433471918106,0.0300429183989763,0.2403433471918106,0.1587982773780822,0.6566523313522339,0.7066680788993835,0.7066680788993835,5074947.646967428,2757617.557575267,2317330.089392161,5074947.646967428,,,,,Missing,,0.0257510729134082,0.004291845485568,0.0,none,,,,False,5103.18,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11835.268487447496,9945.62270125391,21780.891188701407,,,,,,,,,Q2,,,
6172,6172,06M540,A. Philip Randolph Campus High School,2023,6.0,Senior High School,1266.0,M,True,0.0315955765545368,0.3104265332221985,0.5726698040962219,,0.0142180090770125,0.0710900770500302,0.1848341226577758,0.1390205323696136,0.850710928440094,0.8752292394638062,0.8752292394638062,22810250.572538435,15402457.126293436,7407793.446245,22810250.572538435,,,,,Missing,,0.0031595577020198,0.0063191154040396,0.0616113729774951,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12166.237856471907,5851.337635264613,18017.57549173652,,,,,,,,,Q4,,,
6175,6175,07X005,P.S. 5 Port Morris,2023,7.0,K-8 School,609.0,X,True,0.0032840722706168,0.2610837519168854,0.7110016345977783,,0.01970443315804,0.0049261080566793,0.2775041162967682,0.2364532053470611,Above 95%,Above 95%,0.95,14871836.281372055,7613930.83258152,7257905.448790535,14871836.281372055,,,,,Missing,,0.0016420361353084,0.0016420361353084,0.0016420361353084,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12502.34947878739,11917.74293725868,24420.092416046067,,,,,,,,,Q5,,,
6176,6176,07X018,P.S. 018 John Peter Zenger,2023,7.0,Elementary School,340.0,X,True,0.0058823530562222,0.2911764681339264,0.6235294342041016,,0.0617647059261798,0.0176470386795699,0.25,0.2705882489681244,Above 95%,Above 95%,0.95,8786865.179669408,4493875.553020492,4292989.626648916,8786865.179669408,,,,,Missing,,0.0088235298171639,0.0088235298171639,0.0,none,,,,False,1023.07,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13217.281038295563,12626.440078379164,25843.72111667473,,,,,,,,,Q5,,,
6182,6182,07X049,P.S. 049 Willis Avenue,2023,7.0,Elementary School,547.0,X,True,0.0036563072353601,0.2394881099462509,0.7330895662307739,,0.0073126144707202,0.0164534021168947,0.2577696442604065,0.1645338237285614,Above 95%,0.9384596943855286,0.9384596943855286,12166560.143968934,6007376.942809417,6159183.201159517,12166560.143968934,,,,,Missing,,0.0054844608530402,0.0091407680884003,0.00182815361768,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10982.407573691804,11259.932726068588,22242.34029976039,,,,,,,,,Q5,,,
6183,6183,07X065,P.S. 065 Mother Hale Academy,2023,7.0,Elementary School,280.0,X,True,0.0035714285913854,0.3178571462631225,0.6571428775787354,,0.010714286006987,0.0107142615597695,0.25,0.1964285671710968,0.949999988079071,Above 95%,0.95,6839348.083907122,3420269.0935991067,3419078.990308015,6839348.083907122,,,,,Missing,,0.0,0.010714286006987,0.0,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12215.246762853953,12210.996393957195,24426.24315681115,,,,,,,,,Q5,,,
6186,6186,07X161,P.S. 161 Juan Ponce De Leon School,2023,7.0,Elementary School,323.0,X,True,0.0185758508741855,0.1919504702091217,0.7585139274597168,,0.0092879254370927,0.0216718260198831,0.3003095984458923,0.1517027914524078,Above 95%,0.9399071335792542,0.9399071335792542,10069189.908815462,3857992.076962797,6211197.831852665,10069189.908815462,,,,,Missing,,0.0123839005827903,0.0092879254370927,0.0,none,,,,False,3303.27,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11944.247916293489,19229.714649698653,31173.962565992144,,,,,,,,,Q5,,,
6187,6187,07X179,P.S. 179,2023,7.0,Elementary School,224.0,X,True,0.0,0.2276785671710968,0.7544642686843872,,0.0133928572759032,0.0044643068686127,0.2946428656578064,0.1696428507566452,0.9330357313156128,Above 95%,0.95,7027341.575186681,2450611.958439089,4576729.616747592,7027341.575186681,,,,,Missing,,0.0044642859138548,0.0,0.0,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,10940.23195731736,20431.828646194605,31372.060603511967,,,,,,,,,Q5,,,
6199,6199,07X427,Community School for Social Justice,2023,7.0,Senior High School,216.0,X,True,0.0,0.2222222238779068,0.7175925970077515,,0.0092592593282461,0.0509259197860956,0.2731481492519378,0.1851851791143417,0.9259259104728699,0.9379069805145264,0.9379069805145264,5990772.793904083,3405259.812289043,2585512.98161504,5990772.793904083,,,,,Missing,,0.0,0.004629629664123,0.0462962947785854,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15765.091723560385,11969.967507477037,27735.05923103742,,,,,,,,,Q5,,,
6206,6206,07X551,The Urban Assembly Bronx Academy of Letters,2023,7.0,Junior-Senior High School,545.0,X,True,0.0091743115335702,0.3119266033172607,0.6293578147888184,,0.029357798397541,0.0201834719628095,0.3009174168109894,0.1357798129320144,Above 95%,Above 95%,0.95,12952949.324751826,7692836.00563253,5260113.319119296,12952949.324751826,,,,,Missing,,0.0018348623998463,0.0110091743990778,0.0073394495993852,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14115.295423178954,9651.584071778523,23766.87949495748,,,,,,,,,Q5,,,
6207,6207,07X584,I.S. 584,2023,7.0,Middle/Junior High School,174.0,X,True,0.0114942528307437,0.2356321811676025,0.7356321811676025,,0.0114942528307437,0.0057471320033073,0.3505747020244598,0.1839080452919006,Above 95%,Above 95%,0.95,6317204.53573203,3090647.947928322,3226556.587803708,6317204.53573203,,,,,Missing,,0.0057471264153718,0.0,0.0,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,17762.34452832369,18543.42866553855,36305.77319386224,,,,,,,,,Q5,,,
6208,6208,07X600,Alfred E. Smith Career and Technical Education Hig,2023,7.0,Senior High School,409.0,X,True,0.0171149149537086,0.2665036618709564,0.669926643371582,,0.0097799515351653,0.0366748282685875,0.2909535467624664,0.1320293396711349,0.8801956176757812,0.8987017273902893,0.8987017273902893,11214964.070061464,6336649.449446114,4878314.62061535,11214964.070061464,,,,,Missing,,0.0048899757675826,0.0171149149537086,0.0146699268370866,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15493.030438743555,11927.41961030648,27420.450049050032,,,,,,,,,Q4,,,
6219,6219,08X093,P.S. 093 Albert G. Oliver,2023,8.0,Elementary School,345.0,X,True,0.0231884066015481,0.3507246375083923,0.5797101259231567,,0.0173913035541772,0.0289855264127254,0.1536231935024261,0.0579710155725479,0.8144927620887756,0.849296510219574,0.849296510219574,8114260.17757115,3038755.6239524973,5075504.553618653,8114260.17757115,,,,,Missing,,0.0,0.0289855077862739,0.0,none,,,,False,224.77,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,8807.98731580434,14711.607401793195,23519.594717597534,,,,,,,,,Q3,,,
6232,6232,08X269,Bronx Studio School for Writers and Artists,2023,8.0,Junior-Senior High School,614.0,X,True,0.0048859934322535,0.1775244325399398,0.7899022698402405,,0.0228013023734092,0.0048860018141567,0.2361563444137573,0.1188925057649612,0.895765483379364,0.9321547150611877,0.9321547150611876,12180238.558218582,8396653.651945157,3783584.9062734246,12180238.558218582,,,,,Missing,,0.0032573288772255,0.0,0.0016286644386127,none,,,,False,3598.66,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13675.331680692438,6162.190401096783,19837.522081789222,,,,,,,,,Q5,,,
6233,6233,08X282,Women's Academy of Excellence,2023,8.0,Senior High School,167.0,X,True,0.1257485002279281,0.299401193857193,0.3832335472106933,,0.119760476052761,0.0718562826514244,0.1556886285543441,0.1976047903299331,0.8742514848709106,0.8964311480522156,0.8964311480522156,4617920.401271745,2550736.6383179966,2067183.762953748,4617920.401271745,,,,,Missing,,0.0179640725255012,0.0239520967006683,0.0299401190131902,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15273.872085736506,12378.345885950586,27652.217971687092,,,,,,,,,Q4,,,
6234,6234,08X293,Renaissance High School for Musical Theater and th,2023,8.0,Senior High School,423.0,X,True,0.0189125295728445,0.2222222238779068,0.6666666865348816,,0.0520094558596611,0.040189104154706,0.2340425550937652,0.0496453903615474,0.7635933756828308,0.8062931299209595,0.8062931299209595,7189935.894539445,5358923.175109914,1831012.7194295311,7189935.894539445,,,,,Missing,,0.007092198356986,0.0094562647864222,0.0236406624317169,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12668.84911373502,4328.6352705189865,16997.484384254007,,,,,,,,,Q3,,,
6235,6235,08X301,M.S. 301 Paul L. Dunbar,2023,8.0,Middle/Junior High School,186.0,X,True,0.0,0.3440860211849212,0.6290322542190552,,0.0053763440810143,0.0215053805150091,0.376344084739685,0.1129032224416732,Above 95%,Above 95%,0.95,4812743.719818251,3298914.521899796,1513829.1979184551,4812743.719818251,,,,,Missing,,0.0053763440810143,0.0161290317773818,0.0,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,17736.09958010643,8138.866655475565,25874.966235581996,,,,,,,,,Q5,,,
6238,6238,08X312,Millennium Art Academy,2023,8.0,Senior High School,359.0,X,True,0.0278551541268825,0.2367687970399856,0.6740947365760803,,0.0194986071437597,0.0417827051132917,0.261838436126709,0.0584958232939243,0.8774373531341553,0.9018300771713257,0.9018300771713256,9020233.032225702,4542714.689199924,4477518.343025778,9020233.032225702,,,,,Missing,,0.0027855152729898,0.0055710305459797,0.033426184207201,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12653.80136267388,12472.195941575985,25125.997304249868,,,,,,,,,Q4,,,
6242,6242,08X348,Schuylerville Preparatory High School,2023,8.0,Senior High School,371.0,X,True,0.0835579484701156,0.191374659538269,0.5148248076438904,,0.0916442051529884,0.1185983791947364,0.1859838217496872,0.1671158969402313,0.7762803435325623,0.8363476991653442,0.8363476991653442,6507265.774488806,4760921.184568791,1746344.589920015,6507265.774488806,,,,,Missing,,0.0053908354602754,0.0242587607353925,0.0889487862586975,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12832.671656519651,4707.128274717022,17539.799931236674,,,,,,,,,Q3,,,
6243,6243,08X349,Bronx River High School,2023,8.0,Senior High School,432.0,X,True,0.0717592611908912,0.1921296268701553,0.5902777910232544,,0.0671296268701553,0.0787036940455436,0.2546296417713165,0.0949074104428291,0.8032407164573669,0.8512986302375793,0.8512986302375793,7540700.831563937,5731977.326576233,1808723.5049877036,7540700.831563937,,,,,Missing,,0.0,0.0115740736946463,0.0671296268701553,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13268.46603374128,4186.859965249314,17455.325998990593,,,,,,,,,Q3,,,
6244,6244,08X367,"Archimedes Academy for Math, Science and Technolog",2023,8.0,Junior-Senior High School,522.0,X,True,0.0670498088002204,0.270114928483963,0.6168582439422607,,0.0191570874303579,0.0268199313431978,0.3045977056026459,0.1264367848634719,0.8735632300376892,0.8825124502182007,0.8825124502182007,11560942.484067898,7376142.692059788,4184799.7920081103,11560942.484067898,,,,,Missing,,0.0019157087663188,0.0076628350652754,0.0172413792461156,none,,,,False,4007.35,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14130.541555670092,8016.8578390959965,22147.39939476609,,,,,,,,,Q4,,,
6245,6245,08X371,Urban Institute of Mathematics,2023,8.0,Middle/Junior High School,372.0,X,True,0.0752688199281692,0.1424731165170669,0.6908602118492126,,0.0752688199281692,0.0161290317773818,0.2526881694793701,0.0537634417414665,0.6720430254936218,0.6578220725059509,0.6578220725059509,7503178.06963786,5095058.31840878,2408119.7512290804,7503178.06963786,,,,,Missing,,0.0026881720405071,0.0080645158886909,0.0053763440810143,none,,,,False,1727.12,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13696.39332905586,6473.440191476023,20169.833520531884,,,,,,,,,Q2,,,
6253,6253,08X452,Gotham Collaborative High School,2023,8.0,Senior High School,318.0,X,True,0.034591194242239,0.2893081903457641,0.5503144860267639,,0.0503144636750221,0.0754716657102108,0.2735849022865295,0.1792452782392501,0.9119496941566467,0.9391289353370667,0.9391289353370668,9143034.229637692,4860805.526049731,4282228.70358796,9143034.229637692,,,,,Missing,,0.0,0.0188679248094558,0.0566037744283676,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,15285.551968709848,13466.127998704278,28751.67996741413,,,,,,,,,Q5,,,
6256,6256,08X558,Westchester Square Academy,2023,8.0,Senior High School,409.0,X,True,0.0831295847892761,0.2200489044189453,0.5623471736907959,,0.0709046423435211,0.0635696947574615,0.2689486443996429,0.1198044046759605,0.8190708756446838,0.8202102780342102,0.8202102780342102,7659763.739456694,5659365.458983096,2000398.280473597,7659763.739456694,,,,,Missing,,0.0024449878837913,0.0146699268370866,0.046454768627882,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13837.07936181686,4890.949341011241,18728.0287028281,,,,,,,,,Q3,,,
6260,6260,09X004,P.S./M.S. 004 Crotona Park West,2023,9.0,K-8 School,346.0,X,True,0.0,0.4710982739925384,0.5231214165687561,,0.0,0.0057803094387054,0.2687861323356628,0.1387283205986023,Above 95%,Above 95%,0.95,8495361.228579313,3962171.3546296265,4533189.873949686,8495361.228579313,,,,,Missing,,0.0057803466916084,0.0,0.0,none,,,,False,4768.49,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11451.362296617415,13101.704838004873,24553.06713462229,,,,,,,,,Q5,,,
6263,6263,09X028,P.S. 028 Mount Hope,2023,9.0,Elementary School,589.0,X,True,0.0033955858089029,0.1680814921855926,0.803056001663208,,0.0084889642894268,0.0169779560528695,0.2563667297363281,0.3327673971652984,0.9337860941886902,0.9456785917282104,0.9456785917282104,15018220.634618497,6759406.1750401165,8258814.459578378,15018220.634618497,,,,,Missing,,0.0050933784805238,0.0118845496326684,0.0,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11476.071604482371,14021.75629809572,25497.82790257809,,,,,,,,,Q5,,,
6264,6264,09X035,P.S. 035 Franz Siegel,2023,9.0,Elementary School,397.0,X,True,0.0,0.2317380309104919,0.7279596924781799,,0.0151133500039577,0.0251889266073703,0.25944584608078,0.249370276927948,Above 95%,0.9387556910514832,0.9387556910514832,10531353.427443042,5214819.535543792,5316533.89189925,10531353.427443042,,,,,Missing,,0.0125944586470723,0.0075566750019788,0.0050377831794321,none,,,,False,868.1,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13135.56558071484,13391.773027454032,26527.338608168873,,,,,,,,,Q5,,,
6271,6271,09X073,P.S. 073 Bronx,2023,9.0,Elementary School,339.0,X,True,0.0,0.25368732213974,0.7404129505157471,,0.0058997049927711,2.2351741790771484e-08,0.2448377609252929,0.2359881997108459,Above 95%,Above 95%,0.95,9829006.231256898,3850845.718549179,5978160.51270772,9829006.231256898,,,,,Missing,,0.0,0.0,0.0,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11359.42689837516,17634.69177789888,28994.118676274036,,,,,,,,,Q5,,,
6274,6274,09X110,P.S. 110 Theodore Schoenfeld,2023,9.0,Elementary School,320.0,X,True,0.0062500000931322,0.278124988079071,0.590624988079071,,0.1218750029802322,0.0031250207684934,0.265625,0.171875,Above 95%,Above 95%,0.95,7579230.004991034,3709922.853830223,3869307.1511608106,7579230.004991034,,,,,Missing,,0.0031250000465661,0.0,0.0,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,11593.508918219448,12091.584847377531,23685.093765596983,,,,,,,,,Q5,,,
6275,6275,09X114,P.S. X114 - Luis Llorens Torres Schools,2023,9.0,Elementary School,490.0,X,True,0.0469387769699096,0.1816326528787613,0.7448979616165161,,0.0142857143655419,0.0122448941692709,0.2714285850524902,0.263265311717987,Above 95%,0.9364612102508545,0.9364612102508544,13224075.845307704,5901679.972666537,7322395.872641167,13224075.845307704,,,,,Missing,,0.00204081623815,0.0081632649526,0.00204081623815,none,,,,False,1742.43,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12044.244842176608,14943.665046206464,26987.90988838307,,,,,,,,,Q5,,,
6280,6280,09X163,P.S. 163 Arthur A. Schomburg,2023,9.0,Elementary School,281.0,X,True,0.0,0.3772242069244385,0.5871886014938354,,0.0177935939282178,0.0177935976535081,0.2419928759336471,0.2526690363883972,Above 95%,Above 95%,0.95,7317234.384579877,3591216.4552196213,3726017.929360256,7317234.384579877,,,,,Missing,,0.0106761567294597,0.0071174376644194,0.0,none,,,,False,944.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12780.129733877657,13259.85028242084,26039.980016298498,,,,,,,,,Q5,,,
6287,6287,09X227,Bronx Collegiate Academy,2023,9.0,Senior High School,403.0,X,True,0.0198511164635419,0.2555831372737884,0.6253101825714111,,0.0148883378133177,0.0843672258779406,0.2208436727523803,0.1290322542190551,0.8883374929428101,0.9215608239173889,0.9215608239173888,7945024.090056453,5332490.402044635,2612533.6880118176,7945024.090056453,,,,,Missing,,0.0024813895579427,0.0049627791158854,0.0769230797886848,none,,,,False,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,13231.986109291898,6482.713866034287,19714.699975326184,,,,,,,,,Q4,,,
6288,6288,09X229,I.S. 229 Roland Patterson,2023,9.0,Middle/Junior High School,173.0,X,True,0.0115606933832168,0.3179190754890442,0.6358381509780884,,0.0115606933832168,0.0231213867664337,0.3526011705398559,0.1445086747407913,0.9479768872261047,Above 95%,0.95,6457750.857243958,3371527.8730632914,3086222.9841806665,6457750.857243958,,,,,Missing,,0.0,0.0057803466916084,0.0173410400748252,none,,,,False,0.0,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,19488.600422331165,17839.439214917147,37328.03963724831,,,,,,,,,Q5,,,
6289,6289,09X231,Eagle Academy for Young Men,2023,9.0,Junior-Senior High School,439.0,X,True,0.013667426072061,0.519362211227417,0.4054669737815857,,0.0068337130360305,0.0546696758829057,0.3325740396976471,0.0478359907865524,0.8154897689819336,0.8660751581192017,0.8660751581192017,9802703.334336672,6321380.543323431,3481322.791013241,9802703.334336672,,,,,Missing,,0.0022779044229537,0.0045558088459074,0.0478359907865524,none,,,,False,262.7,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,14399.50009868663,7930.120252877542,22329.620351564172,,,,,,,,,Q4,,,
6291,6291,09X236,P.S. 236 Langston Hughes,2023,9.0,Elementary School,253.0,X,True,0.0039525693282485,0.233201578259468,0.7549406886100769,,0.0,0.0079051638022065,0.2569169998168945,0.1541502028703689,Above 95%,0.9300912618637085,0.9300912618637084,6740291.501405649,3102645.581412012,3637645.919993637,6740291.501405649,,,,,Missing,,0.0,0.0,0.007905138656497,none,,,,False,6998.78,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,12263.421270403209,14378.047114599356,26641.468385002565,,,,,,,,,Q5,,,
