,school_name_x,year,pta_income,pta_expenditure,pta_start_balance,pta_end_balance,balance_wy_diff_flag,lag_pta_end_balance,ets_balance_diff_flag,pta_start_balance_wy_transaction_flag,pta_income_wy_transaction_flag,pta_expenditure_wy_transaction_flag,pta_end_balance_wy_transaction_flag,pta_start_balance_ws_transaction_flag,pta_income_ws_transaction_flag,pta_expenditure_ws_transaction_flag,pta_end_balance_ws_transaction_flag,any_wy_transaction_flag,any_ws_transaction_flag,any_transaction_flag,anomaly_flag
2843,"Mathematics, Science Research and Technology Magne",2020,31.950000762939453,0.0,82.0999984741211,114.05000305175781,False,0.0,False,False,False,False,False,True,False,False,False,False,True,True,True
2852,P.S./I.S. 78Q,2020,130147.0,41795.0,1026.13,88352.0,False,132263.0,True,False,False,False,False,False,False,False,False,False,False,False,True
2868,P.S. 166 Henry Gradstein,2020,168658.625,89929.3671875,997.87390625,78729.25,False,100583.93,True,False,False,False,False,False,False,False,False,False,False,False,True
2881,Hunters Point Community Middle School,2020,3600.0,5000.0,11417.5595703125,3812.56005859375,False,151514.05,True,False,False,False,False,False,False,False,False,False,False,False,True
2900,P.S. 6 Corporal Allan F. Kivlehan School,2020,153866.015625,78412.421875,849.220078125,75453.859375,False,84922.66,True,False,False,False,False,False,False,False,False,False,False,False,True
2924,P.S. 036 J. C. Drumgoole,2020,150298.40625,144166.21875,31603.41015625,6132.18994140625,True,37691.82,False,False,False,False,False,False,False,False,False,False,False,False,True
2928,P.S. 042 Eltingville,2020,342.7478125,59546.5390625,96778.5078125,37231.96875,False,34511.32,True,False,False,False,False,False,False,False,False,False,False,False,True
2939,P.S. 054 Charles W. Leng,2020,38052.51953125,25578.5703125,42.580498046875,12473.9501953125,False,611257.0,True,False,False,False,False,False,False,False,False,False,False,False,True
2951,Port Richmond School for Visionary Learning,2020,18612.5,10990.2900390625,12408.240234375,6309.2099609375,True,13715.0,False,False,False,False,False,False,False,False,False,False,False,False,True
2996,P.S. 064 Robert Simon,2021,265821.0,304.1,2741.8,2437.66,True,2437.659912109375,False,False,False,False,False,False,False,False,False,False,False,False,True
2997,P.S. 110 Florence Nightingale,2021,43126.55,31033.99,24952.26,37044.82,False,555806.875,True,False,False,False,False,False,False,False,False,False,False,False,True
3001,P.S. 184m Shuang Wen,2021,100846.61,102901.56,179408.9,177353.95,False,23274.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3004,The East Village Community School,2021,42707.53,26752.83,100612.77,68076.34,True,117733.9609375,False,False,False,False,False,False,False,False,False,False,False,False,True
3012,"New Explorations into Science, Technology and Math",2021,891579.0,661554.0,537914.0,767939.0,False,942813.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3013,Bard High School Early College,2021,425188.08,143674.11,4251.8808,281513.97,False,232726.71875,True,False,False,False,False,False,False,False,False,False,False,False,True
3017,P.S. 003 Charrette School,2021,289204.16,111549.88,291069.47,468723.75,False,468723.75,True,False,False,False,False,False,False,False,False,False,False,False,True
3018,P.S. 006 Lillie D. Blake,2021,524041.21,496610.3,1070131.42,1097562.33,False,959260.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3020,P.S. 033 Chelsea Prep,2021,99665.0,156157.0,450889.0,439216.0,True,532077.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3021,P.S. 040 Augustus Saint-Gaudens,2021,158223.0,138115.0,544745.0,564853.0,False,440631.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3028,P.S. 89,2021,689354.0,73855.0,4973.3904999999995,615499.0,False,581410.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3040,Yorkville Community School,2021,110569.17,43224.3,837.883,67344.87,False,194638.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3041,P.S. 158 Bayard Taylor,2021,172256.0,245260.0,0.0,0.0,True,55141.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3044,P.S. 183 Robert L. Stevenson,2021,304000.0,229000.0,365074.0,292844.0,True,103983.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3046,P.S. 212 Midtown West,2021,88387.0,58600.0,249623.86,279410.86,False,300657.5625,True,False,False,False,False,False,False,False,False,False,False,False,True
3052,"East Side Elementary School, PS 267",2021,454333.41,335623.0,3466.8540999999996,118710.25,False,378308.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3053,Battery Park City School,2021,461247.36,561599.99,842837.53,742484.9,False,742484.875,True,False,False,False,False,False,False,False,False,False,False,False,True
3058,I.S. 289,2021,14490.82,12968.07,152894.85,154417.6,False,29642.279296875,True,False,False,False,False,False,False,False,False,False,False,False,True
3059,P.S. 290 Manhattan New School,2021,165726.0,114537.0,672036.0,649304.0,True,633298.875,False,False,False,False,False,False,False,False,False,False,False,False,True
3071,The Peck Slip School,2021,121910.59,127025.61,57374.98,62490.0,True,48666.0,False,False,False,False,False,False,False,False,False,False,False,False,True
3083,N.Y.C. Lab School for Collaborative Studies,2021,70540.22,27151.43,156181.09,199569.88,False,208681.09375,True,False,False,False,False,False,False,False,False,False,False,False,True
3084,School of the Future High School,2021,52093.48,20120.27,119942.34,185976.24,True,119942.34375,False,False,False,False,False,False,False,False,False,False,False,False,True
3105,P.S. 527 - East Side School for Social Action,2021,319306.65,225636.86,1398.1785,93669.79,False,137104.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3120,Lower Manhattan Community Middle School,2021,32462.02,280.81,324.6202,32201.21,False,89877.7265625,True,False,False,False,False,False,False,False,False,False,False,False,True
3121,P.S. 009 Sarah Anderson,2021,377212.0,454731.0,900014.0,822495.0,False,14775.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3122,J.H.S. 054 Booker T. Washington,2021,1108839.0,202156.0,7712.2908,906683.0,False,729447.3125,True,False,False,False,False,False,False,False,False,False,False,False,True
3125,P.S. 084 Lillian Weber,2021,149552.51,218591.01,441816.34,372777.84,False,253181.3125,True,False,False,False,False,False,False,False,False,False,False,False,True
3127,"P.S. 145, The Bloomingdale School",2021,234318.78,49751.95,881.9796000000001,184541.83,False,60038.9609375,True,False,False,False,False,False,False,False,False,False,False,False,True
3138,M.S. 243 Center School,2021,193121.27,164770.74,247617.95,275967.53,False,30249.390625,True,False,False,False,False,False,False,False,False,False,False,False,True
3146,The Anderson School,2021,395978.24,239719.36,2015087.7,2171346.58,False,2015082.75,False,True,False,False,True,False,False,False,False,True,False,True,True
3154,Fiorello H. LaGuardia High School of Music & Art a,2021,683346.0,640963.32,984.7202000000001,42382.68,False,98472.0234375,True,False,False,False,False,False,False,False,False,False,False,False,True
3158,Special Music School,2021,211307.0,105596.0,1620.09,105711.0,False,161249.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3167,P.S. 083 Luis Munoz Rivera,2021,174193.0,818.2,1697.33,923.73,True,1697.3800048828125,False,False,False,False,False,False,False,False,False,False,False,False,True
3322,P.S. 304 Early Childhood School,2021,15851.1,4500.0,9876.33,6961.43,True,8588.5703125,False,False,False,False,False,False,False,False,False,False,False,False,True
3339,Mott Hall Community School,2021,0.0,1532.89,1532.89,0.0,False,639.4099731445312,False,False,False,False,False,True,False,False,False,False,True,True,True
3428,P.S. 059 The Community School of Technology,2021,1718.1,1587.8,1612.9,130.3,False,0.0,False,False,False,False,False,True,False,False,False,False,True,True,True
3431,P.S. 081 Robert J. Christen,2021,9205.29,9400.0,36413.27,3621817.0,True,41959.73828125,False,False,False,False,True,False,False,False,False,True,False,True,True
3484,The Bronx High School of Science,2021,717737.05,187783.18,3687.1324,529953.87,False,367010.15625,True,False,False,False,False,False,False,False,False,False,False,False,True
3562,P.S. 150 Charles James Fox,2021,0.0,90.0,3012.64,2622.64,False,4714.64013671875,False,False,False,False,False,True,False,False,False,False,True,True,True
3597,The Emily Warren Roebling School,2021,437574.39,382787.9,357780.1,412566.59,False,424124.15625,True,False,False,False,False,False,False,False,False,False,False,False,True
3604,P.S. 056 Lewis H. Latimer,2021,37404.0,27009.98,60000.0,10394.02,True,12281.330078125,False,False,False,False,False,False,False,False,False,False,False,False,True
3613,P.S. 282 Park Slope,2021,145072.16,16165.42,751.3842999999999,128906.74,False,64362.1484375,True,False,False,False,False,False,False,False,False,False,False,False,True
3638,P.S. 031 Samuel F. Dupont,2021,107193.55,26232.19,521.9702,80961.36,False,52197.01953125,True,False,False,False,False,False,False,False,False,False,False,False,True
3673,"Magnet School of Math, Science and Design Technolo",2021,289280.66,272501.87,236830.67,253651.59,False,29654.080078125,True,False,False,False,False,False,False,False,False,False,False,False,True
3674,P.S. 015 Patrick F. Daly,2021,600.0,45000.6,43337.37,33630.37,True,15090.0703125,False,False,False,False,False,False,False,False,False,False,False,False,True
3677,P.S. 032 Samuel Mills Sprole,2021,186751.2,83637.85,905.4925999999999,103113.35,False,89363.1796875,True,False,False,False,False,False,False,False,False,False,False,False,True
3678,P.S. 038 The Pacific,2021,64472.3,68148.46,76792.31,73116.15,False,225594.765625,True,False,False,False,False,False,False,False,False,False,False,False,True
3683,P.S. 094 The Henry Longfellow,2021,11023.05,10221.36,11023.05,801.69,True,3967.030029296875,False,False,False,False,False,False,False,False,False,False,False,False,True
3685,The Maurice Sendak Community School,2021,62317.0,33011.0,398223.0,427529.0,False,317170.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3687,P.S. 130 The Parkside,2021,236729.93,127659.16,1307.8633,109070.77,False,135366.6875,True,False,False,False,False,False,False,False,False,False,False,False,True
3690,"The Brooklyn New School, P.S. 146",2021,226994.56,191186.53,127783.1,143502.91,True,61887.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3691,The Windsor Terrace School,2021,135938.02,106277.43,167973.2,187739.56,False,233216.765625,True,False,False,False,False,False,False,False,False,False,False,False,True
3697,P.S. 321 William Penn,2021,639890.41,1015119.91,693886.71,318657.21,False,463710.6875,True,False,False,False,False,False,False,False,False,False,False,False,True
3700,New Voices School of Academic & Creative Arts,2021,7849.05,10013.08,70234.52,68070.49,False,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3713,Millennium Brooklyn HS,2021,180395.86,61687.64,1070.6089,118708.22,False,121238.203125,True,False,False,False,False,False,False,False,False,False,False,False,True
3794,P.S. 235 Janice Marie Knight School,2021,39308.02,34069.53,32814.97,5238.49,True,12405.0498046875,False,False,False,False,False,False,False,False,False,False,False,False,True
3880,P.S. 185 Walter Kassenbrock,2021,117811.0,46990.0,641.23,70821.0,False,75929.0,True,False,False,False,False,False,False,False,False,False,False,False,True
3882,The Christa McAuliffe School\I.S. 187,2021,76645.91,14705.81,610.7954,61940.1,False,61079.5390625,True,False,False,False,False,False,False,False,False,False,False,False,True
3913,I.S. 98 Bay Academy,2021,25831.05,22143.87,20372.0,3687.18,True,25360.91015625,False,False,False,False,False,False,False,False,False,False,False,False,True
3925,P.S. 215 Morris H. Weiss,2021,13127.45,11936.63,6877.0,1190.83,False,6887.47998046875,False,False,False,False,False,True,False,False,False,False,True,True,True
3926,P.S. 216 Arturo Toscanini,2021,980.22,4692.18,322675.0,3226.75,True,12876.3798828125,True,False,False,False,False,True,False,False,False,False,True,True,True
3931,Mark Twain I.S. 239 for the Gifted & Talented,2021,198049.11,68332.43,1086.0629,129715.68,False,107703.609375,True,False,False,False,False,False,False,False,False,False,False,False,True
3933,I.S. 281 Joseph B Cavallaro,2021,0.0,4458.4,5799.59,1341.19,False,5799.58984375,False,False,False,False,False,True,False,False,False,False,True,True,True
3973,P.S. 277 Gerritsen Beach,2021,18818.8,8012.19,10629.07,9830.99,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
3975,P.S. 312 Bergen Beach,2021,52047.12,27634.27,409.3492,24412.85,False,3581196.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4007,Brooklyn Landmark Elementary School,2021,0.0,0.0,9242.41,9242.41,False,9242.41015625,False,False,False,False,False,True,False,False,False,False,True,True,True
4019,P.S. 019 Marino Jeantet,2021,7931.4,32790.02,35290.03,10431.41,False,35290.03125,False,False,False,False,False,True,False,False,False,False,True,True,True
4025,P.S. 071 Forest,2021,4558.88,4155.33,4464.58,403.55,False,27538.08984375,False,False,False,False,False,True,False,False,False,False,True,True,True
4044,P.S. 229 Emanuel Kaplan,2021,11787.23,22992.3,21933.55,10728.48,False,21933.55078125,False,False,False,False,False,True,False,False,False,False,True,True,True
4077,P.S. 129 Patricia Larkin,2021,5917.35,2958.61,76.26050000000001,2958.61,False,1491665.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4151,P.S. 056 Harry Eichler,2021,6616.62,3976.55,26.9245,2640.07,False,380931.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4158,P.S. 090 Horace Mann,2021,16319.1,3426.68,163.191,12892.42,False,1384101.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4175,P.S. 207 Rockwood Park,2021,38315.92,35700.88,21085.49,2615.04,True,34673.0390625,False,False,False,False,False,False,False,False,False,False,False,False,True
4216,P.S. Q086,2021,0.0,0.0,5015.35,501535.0,True,5060.35009765625,False,False,False,False,False,False,False,False,False,False,False,False,True
4217,P.S. 099 Kew Gardens,2021,87380.74,30327.18,379.1707,58221.84,False,96909.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4218,P.S. 101 School in the Gardens,2021,587694.09,463444.84,1969.886,124249.25,False,124249.25,True,False,False,False,False,False,False,False,False,False,False,False,True
4236,York Early College Academy,2021,295.0,325.0,3705.5,3675.5,False,3120.93994140625,False,False,False,False,False,True,False,False,False,False,True,True,True
4325,P.S. 166 Henry Gradstein,2021,168658.62,89929.37,997.8739,78729.25,False,78729.25,True,False,False,False,False,False,False,False,False,False,False,False,True
4330,I.S. 227 Louis Armstrong,2021,44442.63,44449.06,71608.18,7546486.0,True,,False,False,False,False,True,False,False,False,False,True,False,True,True
4351,Baccalaureate School for Global Education,2021,109405.02,14538.3,694.2348,94866.72,False,74470.5,True,False,False,False,False,False,False,False,False,False,False,False,True
4376,P.S. 030 Westerleigh,2021,104991.53,47878.2,765.8713,57113.33,False,76587.1328125,True,False,False,False,False,False,False,False,False,False,False,False,True
4378,P.S. 032 The Gifford School,2021,41890.78,40406.66,18716.64,1484.12,True,18716.640625,False,False,False,False,False,True,False,False,False,False,True,True,True
4381,P.S. 036 J. C. Drumgoole,2021,53209.5,51804.28,24132.19,1405.22,True,6132.18994140625,False,False,False,False,False,False,False,False,False,False,False,False,True
4383,P.S. 39 Francis J. Murphy Jr.,2021,13317.72,12435.92,11184.92,881.8,True,8762.8095703125,False,False,False,False,False,False,False,False,False,False,False,False,True
4409,P.S. 069 Daniel D. Tompkins,2021,29285.14,27017.56,16901.73,2267.58,True,23606.240234375,False,False,False,False,False,True,False,False,False,False,True,True,True
4412,I.S. 075 Frank D. Paulo,2021,49607.96,44590.46,48038.12,5017.5,True,35333.5,False,False,False,False,False,False,False,False,False,False,False,False,True
4418,Tottenville High School,2021,35318.24,31584.23,33493.63,3734.01,True,39088.73828125,False,False,False,False,False,False,False,False,False,False,False,False,True
4454,P.S. 110 Florence Nightingale,2022,60953.48,4188775.0,37943.53,5700926.0,True,37044.82,False,False,False,False,True,False,False,False,False,True,False,True,True
4464,Neighborhood School,2022,140560.75,76723.1,900.5928,63837.65,False,73305.08,True,False,False,False,False,False,False,False,False,False,False,False,True
4469,"New Explorations into Science, Technology and Math",2022,982023.0,1104665.0,653688.0,531046.0,False,767939.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4470,Bard High School Early College,2022,230096.6,197628.79,230096.8,32468.01,True,281513.97,True,False,False,False,False,False,False,False,False,False,False,False,True
4474,P.S. 003 Charrette School,2022,219129.59,238316.2,559672.27,540485.66,False,468723.75,True,False,False,False,False,False,False,False,False,False,False,False,True
4475,P.S. 006 Lillie D. Blake,2022,275251.0,2086.92,768613.62,1009417.11,False,1097562.33,True,True,False,False,False,False,False,False,False,True,False,True,True
4479,P.S. 041 Greenwich Village,2022,278310.75,114996.18,524548.87,544719.43,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
4482,P.S. 051 Elias Howe,2022,26504.06,21848.35,46095.65,4655.71,True,45206.99,False,False,False,False,False,False,False,False,False,False,False,False,True
4485,P.S. 89,2022,751682.45,277063.0,5691.030699999999,474620.0,False,615499.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4492,P.S. 130 Hernando De Soto,2022,313067.0,212806.0,874030.0,974291.0,False,873508.0,False,True,False,False,False,False,False,False,False,True,False,True,True
4497,Yorkville Community School,2022,252976.52,88606.61,1109.1163999999999,164370.11,False,67344.87,True,False,False,False,False,False,False,False,False,False,False,False,True
4499,J.H.S. 167 Robert F. Wagner,2022,638464.19,286462.0,6384.6419,352002.19,False,405113.06,True,False,False,False,False,False,False,False,False,False,False,False,True
4501,P.S. 183 Robert L. Stevenson,2022,376000.0,172000.0,234482.81,273864.0,True,292844.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4503,P.S. 212 Midtown West,2022,108189.0,56103.0,394197.79,446283.79,False,279410.86,True,False,False,False,False,False,False,False,False,False,False,False,True
4504,P.S./I.S. 217 Roosevelt Island,2022,237213.18,212098.02,246017.18,237213.18,True,261550.73,False,False,False,False,False,False,False,False,False,False,False,False,True
4505,Ella Baker School,2022,111083.21,44418.02,665.0017999999999,66665.19,False,66695.42,True,False,False,False,False,False,False,False,False,False,False,False,True
4506,P.S. 234 Independence School,2022,316104.51,330610.01,298365.62,283860.12,False,216157.53,True,False,False,False,False,False,False,False,False,False,False,False,True
4507,M.S. 255 Salk School of Science,2022,476111.0,44868.0,4217.62,431243.0,False,438139.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4509,"East Side Elementary School, PS 267",2022,385797.85,300931.58,1186.8188,84826.25,False,118710.25,True,False,False,False,False,False,False,False,False,False,False,False,True
4510,Battery Park City School,2022,405378.72,164713.65,520730.47,761395.54,False,742484.9,True,False,False,False,False,False,False,False,False,False,False,False,True
4516,P.S. 290 Manhattan New School,2022,240775.94,113390.05,673315.81,800701.7,False,649304.0,False,True,False,False,False,False,False,False,False,True,False,True,True
4528,The Peck Slip School,2022,272528.37,263439.75,72875.26,133322.98,True,62490.0,False,False,False,False,False,False,False,False,False,False,False,False,True
4537,Institute for Collaborative Education,2022,229100.0,131400.0,918.0,97700.0,False,62200.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4541,School of the Future High School,2022,57582.74,94522.45,177529.37,116653.31,True,185976.24,False,False,False,False,False,False,False,False,False,False,False,False,True
4544,Millennium High School,2022,71985.22,50155.0,128410.83,150241.05,False,5329.6,True,False,False,False,False,False,False,False,False,False,False,False,True
4556,Stuyvesant High School,2022,1550035.0,427614.0,8693.67,1122421.0,False,1047407.6,True,False,False,False,False,False,False,False,False,False,False,False,True
4575,Art and Design High School,2022,98226.63,48336.5,512.6116999999999,49890.13,False,51261.17,True,False,False,False,False,False,False,False,False,False,False,False,True
4577,Lower Manhattan Community Middle School,2022,83880.0,61900.0,125917.33,137917.33,False,32201.21,True,False,False,False,False,False,False,False,False,False,False,False,True
4578,P.S. 009 Sarah Anderson,2022,336090.0,328665.0,837683.0,845108.0,False,822495.0,False,True,False,False,False,False,False,False,False,True,False,True,True
4583,P.S. 087 William Sherman,2022,496365.0,531981.0,1005134.95,969518.0,False,,False,True,False,False,False,False,False,False,False,True,False,True,True
4584,"P.S. 145, The Bloomingdale School",2022,258505.69,191202.36,1845.4138,67303.33,False,184541.83,True,False,False,False,False,False,False,False,False,False,False,False,True
4587,P.S. 165 Robert E. Simon,2022,95809.48,44159.89,748.4124,51649.89,False,74841.24,True,False,False,False,False,False,False,False,False,False,False,False,True
4595,M.S. 243 Center School,2022,116632.69,49450.73,247617.95,294656.27,True,275967.53,False,False,False,False,False,False,False,False,False,False,False,False,True
4603,The Anderson School,2022,472327.67,462449.21,2171341.58,2181220.04,False,2171346.58,False,True,False,False,True,False,False,False,False,True,False,True,True
4610,Beacon High School,2022,741593.8,369621.95,4207.76,371971.85,False,428617.88,True,False,False,False,False,False,False,False,False,False,False,False,True
4611,Fiorello H. LaGuardia High School of Music & Art a,2022,427494.0,504404.0,839136.0,762226.0,False,42382.68,True,True,False,False,False,False,False,False,False,True,False,True,True
4615,Special Music School,2022,199804.0,55151.0,1057.11,144653.0,False,105711.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4664,Columbia Secondary School,2022,167086.77,101170.44,800.8983999999999,65916.33,False,80089.84,True,False,False,False,False,False,False,False,False,False,False,False,True
4696,Paula Hedbavny School,2022,12767.23,1294.2,58082.35,11473.03,True,56788.15,False,False,False,False,False,False,False,False,False,False,False,False,True
4792,Bronx Academy for Multi-Media,2022,236.0,0.0,0.0,236.0,False,0.0,False,False,False,False,False,False,True,False,True,False,True,True,True
4888,P.S. 081 Robert J. Christen,2022,38989.48,39125.1,40625.15,40485.53,False,3621817.0,True,False,False,False,False,False,False,False,False,False,False,False,True
4909,I.S. 254,2022,300.0,2509.89,2263.99,54.1,False,0.0,False,False,False,False,False,True,False,False,False,False,True,True,True
4950,P.S. 019 Judith K. Weiss,2022,32326.89,17071.98,32320.64,22254.88,True,21274.41,False,False,False,False,False,False,False,False,False,False,False,False,True
4963,P.S. 106 Parkchester,2022,162154.0,1505.97,159154.0,1505.97,True,1651.54,True,False,False,False,False,False,False,False,False,False,False,False,True
4973,P.S. 175 City Island,2022,33705.1,28609.33,9255.28,7142022.0,True,,False,False,False,False,True,False,False,False,False,True,False,True,True
4978,P.S./M.S. 194,2022,5602.41,7660.33,2090.0,32.08,False,912.82,False,False,False,False,False,True,False,False,False,False,True,True,True
5018,P.S. 134 George F. Bristow,2022,3259.5,5575.55,2299.94,-16.11,False,2299.94,False,False,False,False,False,True,False,False,False,False,True,True,True
5054,The Emily Warren Roebling School,2022,1207702.1,657787.3,4125.7337,549914.8,False,412566.59,True,False,False,False,False,False,False,False,False,False,False,False,True
5073,P.S. 307 Daniel Hale Williams,2022,23151.34,10222.88,14543.45,11837.66,True,6437.35,False,False,False,False,False,False,False,False,False,False,False,False,True
5079,Brooklyn Technical High School,2022,347987.04,168174.03,232559.9,474174.88,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
5096,P.S. 034 Oliver H. Perry,2022,219838.98,76364.91,1329.1161,143474.07,False,132911.61,True,False,False,False,False,False,False,False,False,False,False,False,True
5105,P.S. 147 Isaac Remsen,2022,18251.41,17627.38,17320.41,624.3,True,17320.41,False,False,False,False,False,False,False,False,False,False,False,False,True
5114,Brooklyn Arbor Elementary School,2022,68555.0,86765.32,157329.16,139118.84,False,90900.16,True,False,False,False,False,False,False,False,False,False,False,False,True
5130,"Magnet School of Math, Science and Design Technolo",2022,349067.45,330433.01,237462.16,18643.44,True,253651.59,False,False,False,False,False,False,False,False,False,False,False,False,True
5138,P.S. 058 The Carroll,2022,2027890.64,1761283.55,7588.3457,266607.09,False,365356.0,True,False,False,False,False,False,False,False,False,False,False,False,True
5140,P.S. 094 The Henry Longfellow,2022,52690.16,40463.81,2847039.0,15073.74,True,801.69,True,True,False,False,False,False,False,False,False,True,False,True,True
5147,"The Brooklyn New School, P.S. 146",2022,256018.48,244929.3,666.0,145419.53,True,143502.91,True,False,False,False,False,False,False,False,False,False,False,False,True
5148,The Windsor Terrace School,2022,352744.88,202237.91,187739.56,300631.68,True,187739.56,False,False,False,False,False,False,False,False,False,False,False,False,True
5152,P.S. 261 Zipporiah Mills,2022,0.0,0.0,0.0,18926.23,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
5153,P.S. 295,2022,8383.52,10185.98,50122.57,1802.0,True,48867.9,False,False,False,False,False,False,False,False,False,False,False,False,True
5297,Spring Creek Community School,2022,850.0,0.0,8.5,850.0,False,977.83,False,False,False,False,False,False,True,False,False,False,True,True,True
5338,P.S. 185 Walter Kassenbrock,2022,106181.0,100357.0,70821.0,95065.0,True,70821.0,False,False,False,False,False,False,False,False,False,False,False,False,True
5339,P.S. 186 Dr. Irving A Gladstone,2022,28877.19,11602.82,18262.19,16274.37,True,18262.19,False,False,False,False,False,True,False,False,False,False,True,True,True
5340,The Christa McAuliffe School\I.S. 187,2022,199890.39,134034.47,619.6613,65855.92,False,61940.1,True,False,False,False,False,False,False,False,False,False,False,False,True
5341,P.S. 192 - The Magnet School for Math and Science,2022,7616.6,10727.96,4759.15,1647.79,False,2416.63,False,False,False,False,False,True,False,False,False,False,True,True,True
5343,The Madeleine Brennan School,2022,268194.08,84087.52,2030.1532,184106.56,False,203015.32,True,False,False,False,False,False,False,False,False,False,False,False,True
5345,P.S. 205 Clarion,2022,10534.68,81572.82,26427.07,19961.86,True,27921.27,False,False,False,False,False,False,False,False,False,False,False,False,True
5349,P.S. 229 Dyker,2022,195310.82,59088.51,1649.8524,136822.31,False,123381.7,True,False,False,False,False,False,False,False,False,False,False,False,True
5362,Brooklyn School of Inquiry,2022,864019.18,499581.44,5439.1005000000005,364437.74,False,682344.87,True,False,False,False,False,False,False,False,False,False,False,False,True
5389,Mark Twain I.S. 239 for the Gifted & Talented,2022,231289.96,122298.2,389.1096,108991.76,False,129715.68,True,False,False,False,False,False,False,False,False,False,False,False,True
5449,P.S. 156 Waverly,2022,5859.13,9154.68,12890.52,7478.71,False,11122.52,False,False,False,False,False,True,False,False,False,False,True,True,True
5546,J.H.S. 194 William Carr,2022,118622.93,79138.16,606.1305,39484.77,False,62308.59,True,False,False,False,False,False,False,False,False,False,False,False,True
5558,"Queens School of Inquiry, The",2022,46017.8,183.0,2561.36,2516.16,True,2561.36,False,False,False,False,False,False,True,False,False,False,True,True,True
5559,Flushing International High School,2022,3200.0,120.0,177.0,3257.0,False,147.0,False,False,False,False,False,False,False,True,False,False,True,True,True
5567,Townsend Harris High School,2022,125197.26,68214.11,553.203,56983.15,False,55320.3,True,False,False,False,False,False,False,False,False,False,False,False,True
5674,P.S. Q086,2022,0.0,0.0,5015.35,5015.35,False,501535.0,True,False,False,False,False,False,False,False,False,False,False,False,True
5675,P.S. 099 Kew Gardens,2022,359070.0,318672.5,582.2184,40397.5,False,58221.84,True,False,False,False,False,False,False,False,False,False,False,False,True
5676,P.S. 101 School in the Gardens,2022,228991.19,124613.03,1417.3175,104378.16,False,124249.25,True,False,False,False,False,False,False,False,False,False,False,False,True
5678,P.S. 121 Queens,2022,19465.19,19182.92,14601.65,282.27,True,14192.98,False,False,False,False,False,False,False,False,False,False,False,False,True
5695,The Emerson School,2022,2600.0,16350.0,0.68,1336.5,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
5739,P.S./I.S. 208,2022,0.0,6.0,15187.25,15187.25,False,99520.0,True,False,False,False,False,False,False,False,False,False,False,False,True
5768,P.S. 084 Steinway,2022,25072.33,10142.62,10101.21,1492971.0,True,2346.49,False,False,False,False,True,False,False,False,False,True,False,True,True
5786,P.S. 212,2022,43577.0,25443.0,14447.0,17086.0,True,14107.3,False,False,False,False,False,False,False,False,False,False,False,False,True
5818,Naples Street Elementary School,2022,101145.64,109636.21,36675.34,28184.77,False,9097.8,False,False,False,False,False,True,False,False,False,False,True,True,True
5834,P.S. 030 Westerleigh,2022,149791.33,115259.4,569.7333,34531.93,False,57113.33,True,False,False,False,False,False,False,False,False,False,False,False,True
5847,CSI High School for International Studies,2022,10604.68,819159.0,5002.43,2413.09,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
5850,P.S. 050 Frank Hankinson,2022,130028.96,83423.74,481.01019999999994,46605.22,False,54886.48,True,False,False,False,False,False,False,False,False,False,False,False,True
5860,P.S. 060 Alice Austen,2022,9104.73,58160.41,34476.17,32882.32,True,34476.17,False,False,False,False,False,False,False,False,False,False,False,False,True
5879,Staten Island Technical High School,2022,143537.27,53246.77,988.3286,90290.5,False,96899.25,True,False,False,False,False,False,False,False,False,False,False,False,True
5913,P.S. 134 Henrietta Szold,2023,156400.0,972.79,13732.61,591.21,True,8393.57,False,False,False,False,False,False,False,False,False,False,False,False,True
