,school_name_x,year,pta_income,pta_expenditure,pta_start_balance,pta_end_balance,balance_wy_diff_flag,lag_pta_end_balance,ets_balance_diff_flag,pta_start_balance_wy_transaction_flag,pta_income_wy_transaction_flag,pta_expenditure_wy_transaction_flag,pta_end_balance_wy_transaction_flag,pta_start_balance_ws_transaction_flag,pta_income_ws_transaction_flag,pta_expenditure_ws_transaction_flag,pta_end_balance_ws_transaction_flag,any_wy_transaction_flag,any_ws_transaction_flag,any_transaction_flag,anomaly_flag
5916,P.S. 184m Shuang Wen,2023,66362.0,64090.0,163921.67,2272.0,True,163991.0,False,False,False,False,False,False,False,False,False,False,False,False,True
5919,The East Village Community School,2023,138164.67,96825.49,486.0647,41339.18,False,90570.46,True,False,False,False,False,False,False,False,False,False,False,False,True
5923,Earth School,2023,9350.19,,66511.63,65151.12,False,154729.25,True,False,False,False,False,False,False,False,False,False,False,False,True
5927,"New Explorations into Science, Technology and Math",2023,1007612.0,925104.0,692884.0,775392.0,False,531046.0,True,True,False,False,False,False,False,False,False,True,False,True,True
5928,Bard High School Early College,2023,136807.11,209680.88,418815.41,345929.01,False,32468.01,True,False,False,False,False,False,False,False,False,False,False,False,True
5933,P.S. 006 Lillie D. Blake,2023,587815.04,603733.07,1010179.85,994261.82,False,1009417.11,False,True,False,False,False,False,False,False,False,True,False,True,True
5956,P.S. 158 Bayard Taylor,2023,1287056.0,1317518.0,0.0,0.0,True,184720.0,True,False,False,False,False,False,False,False,False,False,False,False,True
5957,J.H.S. 167 Robert F. Wagner,2023,630349.42,328150.51,3522.0219,302198.91,False,352002.19,True,False,False,False,False,False,False,False,False,False,False,False,True
5960,P.S. 198 Isidor E. Ida Straus,2023,526758.71,93676.64,3921.7334,433082.07,False,392230.03,True,False,False,False,False,False,False,False,False,False,False,False,True
5967,"East Side Elementary School, PS 267",2023,109704.92,137528.09,180044.61,152221.44,False,84826.25,True,False,False,False,False,False,False,False,False,False,False,False,True
5968,Battery Park City School,2023,645643.14,707271.99,413161.46,351532.61,False,761395.54,True,False,False,False,False,False,False,False,False,False,False,False,True
5974,P.S. 290 Manhattan New School,2023,294159.27,238854.2,799222.22,854527.29,False,800701.7,False,True,False,False,False,False,False,False,False,True,False,True,True
5977,M.S. 297,2023,117412.22,113012.42,360401.83,113012.42,True,360401.83,False,False,False,False,False,False,False,False,False,False,False,False,True
5995,Institute for Collaborative Education,2023,188300.0,28700.0,977.0,159600.0,False,97700.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6014,Stuyvesant High School,2023,1913576.0,709030.0,11033.87,1204546.0,False,1122421.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6036,P.S. 009 Sarah Anderson,2023,375435.0,646211.0,1123450.0,852674.0,False,845108.0,True,True,False,False,False,False,False,False,False,True,False,True,True
6038,P.S. 075 Emily Dickinson,2023,17693.62,34708.0,197296.53,180282.15,False,356043.19,True,False,False,False,False,False,False,False,False,False,False,False,True
6041,P.S. 087 William Sherman,2023,1575182.87,571080.89,9682.9923,1004101.98,False,969518.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6050,P.S. 199 Jessie Isador Straus,2023,743022.0,326501.0,5716.24,416521.0,False,423194.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6053,M.S. 243 Center School,2023,46167.73,171452.54,383951.47,258666.66,False,294656.27,True,False,False,False,False,False,False,False,False,False,False,False,True
6058,West End Secondary School,2023,430031.0,211966.0,2357.75,218065.0,False,191636.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6061,The Anderson School,2023,854827.05,1226496.57,2181588.15,1809918.63,False,2181220.04,False,True,False,False,True,False,False,False,False,True,False,True,True
6068,Beacon High School,2023,287694.0,459507.0,390915.07,207086.65,True,371971.85,False,False,False,False,False,False,False,False,False,False,False,False,True
6069,Fiorello H. LaGuardia High School of Music & Art a,2023,233029.0,224180.0,762226.0,771075.0,False,762226.0,False,True,False,False,False,False,False,False,False,True,False,True,True
6077,Tag Young Scholars,2023,686681.0,193601.0,4362.09,493080.0,False,434919.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6122,Columbia Secondary School,2023,132874.5,100071.65,412.8999,32802.55,False,65916.33,True,False,False,False,False,False,False,False,False,False,False,False,True
6129,"High School for Mathematics, Science and Engineeri",2023,377839.82,181303.39,1401.1254999999999,196536.43,False,202353.52,True,False,False,False,False,False,False,False,False,False,False,False,True
6258,Pugsley Preparatory Academy,2023,0.0,0.0,3475.19,3475.19,False,2778.98,False,False,False,False,False,True,False,False,False,False,True,True,True
6379,P.S. 340,2023,2000.27,1000.0,3439.49,4439.66,False,4961.62,False,False,False,False,False,True,False,False,False,False,True,True,True
6399,The Bronx High School of Science,2023,1151529.62,332928.11,6476.5616,818601.51,False,647332.55,True,False,False,False,False,False,False,False,False,False,False,False,True
6406,High School of American Studies at Lehman College,2023,618734.38,185913.58,4918.1996,432820.8,False,492038.96,True,False,False,False,False,False,False,False,False,False,False,False,True
6431,P.S. 175 City Island,2023,40376.47,31103.69,23152.53,32425.31,False,7142022.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6512,The Emily Warren Roebling School,2023,1617199.29,1101164.42,5543.9178,516034.87,False,549914.8,True,False,False,False,False,False,False,False,False,False,False,False,True
6513,Public School 9 The Sarah Smith Garnet School,2023,424454.0,253590.0,1915.13,170864.0,False,187543.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6515,P.S. 020 Clinton Hill,2023,534866.35,199344.51,1882.7372,335521.84,False,400500.84,True,False,False,False,False,False,False,False,False,False,False,False,True
6536,"Science Skills Center High School for Science, Tec",2023,1444.38,0.0,14.443800000000001,1444.38,False,1376.0,False,False,False,False,False,False,True,False,False,False,True,True,True
6537,Brooklyn Technical High School,2023,419726.88,346937.84,399238.16,472027.2,False,474174.88,True,False,False,False,False,False,False,False,False,False,False,False,True
6553,P.S. 031 Samuel F. Dupont,2023,227051.89,71240.24,901.9484,155811.65,False,84994.5,True,False,False,False,False,False,False,False,False,False,False,False,True
6554,P.S. 034 Oliver H. Perry,2023,332604.31,142776.59,1434.7407,189827.72,False,143474.07,True,False,False,False,False,False,False,False,False,False,False,False,True
6559,P.S. 110 The Monitor,2023,165566.23,247293.64,268278.64,186551.23,False,99240.99,True,False,False,False,False,False,False,False,False,False,False,False,True
6588,"Magnet School of Math, Science and Design Technolo",2023,117747.7,126689.98,237960.77,229018.49,False,18643.44,True,False,False,False,False,False,False,False,False,False,False,False,True
6591,P.S. 029 John M. Harrigan,2023,1676954.0,1254850.0,540846.0,962950.0,False,889242.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6593,P.S. 038 The Pacific,2023,145466.86,55292.56,529.6431,90174.3,False,52964.31,True,False,False,False,False,False,False,False,False,False,False,False,True
6598,P.S. 094 The Henry Longfellow,2023,29859.0,44165.87,10126.04,15072.98,True,15073.74,False,False,False,False,False,False,False,False,False,False,False,False,True
6605,"The Brooklyn New School, P.S. 146",2023,177713.47,215445.97,145419.53,147024.46,True,145419.53,False,False,False,False,False,False,False,False,False,False,False,False,True
6610,P.S. 261 Zipporiah Mills,2023,84306.0,106814.0,152551.0,130042.0,False,18926.23,True,False,False,False,False,False,False,False,False,False,False,False,True
6617,Brooklyn Collaborative Studies,2023,188358.6,29127.94,1403.1825,159230.56,False,137436.07,True,False,False,False,False,False,False,False,False,False,False,False,True
6651,Madiba Prep Middle School,2023,3421.25,4057.48,793.95,157.72,False,157.72,False,False,False,False,False,False,True,False,False,False,True,True,True
6670,P.S. 249 The Caton,2023,0.0,0.0,400.0,400.0,False,0.0,False,False,False,False,False,True,False,False,False,False,True,True,True
6743,P.S. 214 Michael Friedsam,2023,23740.3,18108.76,17.995,5631.54,False,1874.0,False,False,False,False,False,False,False,False,True,False,True,True,True
6790,P.S. 160 William T. Sampson,2023,79544.35,21538.99,589.5577,58005.36,False,58955.77,True,False,False,False,False,False,False,False,False,False,False,False,True
6796,The SEEALL Academy,2023,89120.32,85658.6,23588.54,3461.72,True,13942.67,False,False,False,False,False,False,False,False,False,False,False,False,True
6797,P.S. 185 Walter Kassenbrock,2023,267124.0,166535.0,960.65,100589.0,False,95065.0,True,False,False,False,False,False,False,False,False,False,False,False,True
6802,The Madeleine Brennan School,2023,268194.08,84087.52,2030.1532,184106.56,False,184106.56,True,False,False,False,False,False,False,False,False,False,False,False,True
6808,P.S. 229 Dyker,2023,195310.82,59088.51,1649.8524,136822.31,False,136822.31,True,False,False,False,False,False,False,False,False,False,False,False,True
6818,P.S. 506: The School of Journalism & Technology,2023,9558.0,9412.42,1360.33,1505.91,False,0.0,False,False,False,False,False,True,False,False,False,False,True,True,True
6821,Brooklyn School of Inquiry,2023,701907.06,306016.67,3644.3774,395890.39,False,364437.74,True,False,False,False,False,False,False,False,False,False,False,False,True
6848,Mark Twain I.S. 239 for the Gifted & Talented,2023,195467.17,172689.46,1122.9463,22777.71,False,108991.76,True,False,False,False,False,False,False,False,False,False,False,False,True
6881,P.S. 217 Colonel David Marcus School,2023,48820.81,22523.6,31558.31,22297.51,True,31558.31,False,False,False,False,False,False,False,False,False,False,False,False,True
6896,I. S. 381,2023,13284.9,1251.2,1373.78,770.0,True,1373.73,False,False,False,False,False,False,False,False,False,False,False,False,True
6946,P.S./I.S. 087 Middle Village,2023,52534.94,29155.78,4430494.0,23379.16,True,44443.94,True,True,False,False,False,True,False,False,False,True,True,True,True
6949,P.S. 091 Richard Arkwright,2023,86481.58,6434385.0,26636.32,22137.73,True,26171.38,False,False,False,False,False,False,False,False,False,False,False,False,True
6991,P.S. 032 State Street,2023,109181.38,71698.88,45696.28,35482.5,True,45476.28,False,False,False,False,False,False,False,False,False,False,False,False,True
6992,P.S. 079 Francis Lewis,2023,159221.23,87738.28,673.4569,71483.05,False,85165.07,True,False,False,False,False,False,False,False,False,False,False,False,True
7002,P.S. 184 Flushing Manor,2023,72374.55,50611.88,20567.81,20567.81,True,20567.81,False,False,False,False,False,False,False,False,False,False,False,False,True
7009,P.S. 209 Clearview Gardens,2023,79916.04,96082.55,103621.07,7538.52,True,8194.97,True,False,False,False,False,False,False,False,False,False,False,False,True
7027,Townsend Harris High School,2023,125197.26,68214.11,553.203,56983.15,False,56983.15,True,False,False,False,False,False,False,False,False,False,False,False,True
7037,P.S. 098 The Douglaston School,2023,91023.15,78098.76,88087.44,114438.63,True,87932.14,False,False,False,False,False,False,False,False,False,False,False,False,True
7070,P.S. 060 Woodhaven,2023,28.32,26660.07,95.25,1659.84,True,95.25,False,False,False,False,False,False,False,False,False,False,False,False,True
7114,Scholars' Academy,2023,182786.8,130760.75,620.2561000000001,52026.05,False,62025.61,True,False,False,False,False,False,False,False,False,False,False,False,True
7150,P.S. 196 Grand Central Parkway,2023,1454985.49,1031845.72,309340.69,732480.46,False,464234.78,True,False,False,False,False,False,False,False,False,False,False,False,True
7156,The Academy for Excellence through the Arts,2023,160316.29,98362.77,667.4308,61953.52,False,105135.82,True,False,False,False,False,False,False,False,False,False,False,False,True
7168,Thomas A. Edison Career and Technical Education Hi,2023,1164.86,1781.35,21412.88,1796.39,True,2412.88,False,False,False,False,False,True,False,False,False,False,True,True,True
7227,P.S./I.S. 78Q,2023,215035.53,128295.13,1237.7503,86740.0,False,123775.03,True,False,False,False,False,False,False,False,False,False,False,False,True
7228,P.S. 084 Steinway,2023,21357.69,7341.19,149.2971,14016.5,False,1492971.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7257,The 30th Avenue School (G&T Citywide),2023,213851.48,130460.95,420020.3,504258.27,False,504258.27,True,False,False,False,False,False,False,False,False,False,False,False,True
7270,Baccalaureate School for Global Education,2023,147341.18,67310.95,1193.6284,80030.23,False,119362.84,True,False,False,False,False,False,False,False,False,False,False,False,True
7273,P.S. 003 The Margaret Gioiosa School,2023,261101.95,196464.8,174.0409,64637.15,False,64637.15,True,False,False,False,False,False,False,False,False,False,False,False,True
7297,P.S. 032 The Gifford School,2023,6430.91,64123.99,1663.07,15922.99,True,6430.91,False,False,False,False,False,False,False,False,False,False,False,False,True
7304,P.S. 042 Eltingville,2023,272529.61,212017.26,699.9616000000001,60512.35,False,69992.34,True,False,False,False,False,False,False,False,False,False,False,False,True
7376,P.S. 134 Henrietta Szold,2024,1484.0,874.5,10582.38,609.5,True,591.21,False,False,False,False,False,False,False,False,False,False,False,False,True
7379,P.S. 184m Shuang Wen,2024,66689.62,51054.74,169457.8,185092.68,False,2272.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7390,"New Explorations into Science, Technology and Math",2024,1352080.0,1310242.0,978002.0,1019846.0,False,775392.0,True,True,False,False,False,False,False,False,False,True,False,True,True
7391,Bard High School Early College,2024,138211.8,216933.4,496442.09,422203.59,False,345929.01,True,False,False,False,False,False,False,False,False,False,False,False,True
7396,P.S. 006 Lillie D. Blake,2024,501988.23,473565.13,1059912.92,1074578.34,False,994261.82,True,True,False,False,False,False,False,False,False,True,False,True,True
7405,P.S. 77 Lower Lab School,2024,665292.72,471530.98,911687.05,1105448.79,False,,False,True,False,False,False,False,False,False,False,True,False,True,True
7406,P.S. 89,2024,750229.97,219736.94,4523.9364000000005,530493.03,False,544563.81,True,False,False,False,False,False,False,False,False,False,False,False,True
7413,P.S. 130 Hernando De Soto,2024,132182.0,125753.0,938765.0,945194.0,False,,False,True,False,False,False,False,False,False,False,True,False,True,True
7418,Yorkville Community School,2024,152116.55,2541383.08,215406.12,113384.59,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
7423,P.S. 198 Isidor E. Ida Straus,2024,645474.14,239868.68,4188.6431,405605.46,False,433082.07,True,False,False,False,False,False,False,False,False,False,False,False,True
7426,Ella Baker School,2024,48150.41,47343.47,23.647399999999998,800.94,False,52921.07,True,False,False,False,False,False,False,False,False,False,False,False,True
7428,M.S. 255 Salk School of Science,2024,123194.0,192939.0,475283.0,356758.0,True,425730.0,False,False,False,False,False,False,False,False,False,False,False,False,True
7430,"East Side Elementary School, PS 267",2024,164447.5,192727.57,208452.01,180171.94,False,152221.44,True,False,False,False,False,False,False,False,False,False,False,False,True
7431,Battery Park City School,2024,626766.67,732344.55,705547.82,599969.94,False,351532.61,True,True,False,False,False,False,False,False,False,True,False,True,True
7436,I.S. 289,2024,204030.0,103125.0,1170.0,100905.0,False,163411.58,True,False,False,False,False,False,False,False,False,False,False,False,True
7437,P.S. 290 Manhattan New School,2024,400436.8,426150.4,833253.13,807539.53,False,854527.29,False,True,False,False,False,False,False,False,False,True,False,True,True
7440,M.S. 297,2024,66323.0,162987.0,369971.0,272306.0,False,113012.42,True,False,False,False,False,False,False,False,False,False,False,False,True
7448,Sixth Avenue Elementary School,2024,221806.0,202969.0,30790.0,63912.0,True,58326.22,False,False,False,False,False,False,False,False,False,False,False,False,True
7452,NYC iSchool,2024,296908.0,67015.0,2417.92,229893.0,False,294513.34,True,False,False,False,False,False,False,False,False,False,False,False,True
7456,Spruce Street School,2024,789602.5,343425.0,4368.905,446177.5,False,561305.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7460,Professional Performing Arts High School,2024,480624.54,252594.96,1298.161,228029.58,False,132951.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7462,N.Y.C. Lab School for Collaborative Studies,2024,219459.23,101230.89,1678.9851,118227.39,False,167898.51,True,False,False,False,False,False,False,False,False,False,False,False,True
7466,Millennium High School,2024,117346.0,43861.0,0.0,73485.0,False,162135.74,True,False,False,False,False,False,False,False,False,False,False,False,True
7478,Stuyvesant High School,2024,2045161.0,725925.0,12056.66,1319236.0,False,1204546.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7500,P.S. 009 Sarah Anderson,2024,1797693.25,785542.16,9692.1704,1012151.09,False,852674.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7501,J.H.S. 054 Booker T. Washington,2024,1209.14,68079.0,934317.0,1141.06,True,,False,True,False,False,False,False,False,False,False,True,False,True,True
7502,P.S. 075 Emily Dickinson,2024,100000.0,82400.0,2035.433,20173.75,False,180282.15,True,False,False,False,False,False,False,False,False,False,False,False,True
7504,P.S. 084 Lillian Weber,2024,275274.36,195856.89,690472.97,769890.44,False,622037.69,True,True,False,False,False,False,False,False,False,True,False,True,True
7505,P.S. 087 William Sherman,2024,638161.63,732473.5,495891.16,901576.29,True,1004101.98,True,False,False,False,False,False,False,False,False,False,False,False,True
7514,P.S. 199 Jessie Isador Straus,2024,454412.0,467187.0,351487.0,338712.0,False,416521.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7522,West End Secondary School,2024,377878.0,138503.0,2129.38,239375.0,False,218065.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7525,The Anderson School,2024,844547.0,767704.0,1811328.0,1888202.0,False,1809918.63,False,True,False,False,True,False,False,False,False,True,False,True,True
7531,P.S. 452,2024,259299.0,267042.0,153520.0,145777.0,False,247319.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7533,Fiorello H. LaGuardia High School of Music & Art a,2024,369717.0,253818.0,707801.0,823700.0,False,771075.0,True,True,False,False,False,False,False,False,False,True,False,True,True
7538,Special Music School,2024,236852.55,73644.26,1482.3980999999999,163208.29,False,149643.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7594,"High School for Mathematics, Science and Engineeri",2024,505811.2,191246.57,2679.8395,314564.63,False,196536.43,True,False,False,False,False,False,False,False,False,False,False,False,True
7603,Dos Puentes Elementary School,2024,0.0,0.0,45000.0,0.0,True,77165.26,False,False,False,False,False,False,False,False,False,False,False,False,True
7619,Paula Hedbavny School,2024,60959.38,22950.29,467.7868,38009.09,False,51950.11,True,False,False,False,False,False,False,False,False,False,False,False,True
7630,The William Lynch School,2024,14700.0,25252.0,19317.0,27300.0,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
7796,P.S. 008 Isaac Varian,2024,11212.29,7486.83,4296.61,8022.07,False,4296.43,False,False,False,False,False,True,False,False,False,False,True,True,True
7866,The Bronx High School of Science,2024,1330238.25,359368.41,857277.75,70869.84,True,818601.51,False,True,False,False,False,False,False,False,False,True,False,True,True
7873,High School of American Studies at Lehman College,2024,556592.28,147712.49,4368.7386,408883.79,False,432820.8,True,False,False,False,False,False,False,False,False,False,False,False,True
7878,P.S. 068 Bronx,2024,22471.79,19071.84,17901.64,3399.95,True,801.72,False,False,False,False,False,False,False,False,False,False,False,False,True
7980,The Emily Warren Roebling School,2024,1569234.0,751694.0,7859.87,817540.0,False,516034.87,True,False,False,False,False,False,False,False,False,False,False,False,True
7981,Public School 9 The Sarah Smith Garnet School,2024,451763.0,195256.0,1719.42,256507.0,False,170864.0,True,False,False,False,False,False,False,False,False,False,False,False,True
7982,P.S. 011 Purvis J. Behan,2024,753346.24,822001.92,826046.52,757390.84,False,,False,True,False,False,False,False,False,False,False,True,False,True,True
7983,P.S. 020 Clinton Hill,2024,1081721.0,314667.0,5414.84,767054.0,False,335521.84,True,False,False,False,False,False,False,False,False,False,False,False,True
7991,P.S. 133 William A. Butler,2024,348805.32,73116.98,2330.4532,275688.34,False,233650.93,True,False,False,False,False,False,False,False,False,False,False,False,True
7996,P.S. 282 Park Slope,2024,129825.18,39051.91,584.6738,90773.27,False,57772.65,True,False,False,False,False,False,False,False,False,False,False,False,True
7999,P.S. 307 Daniel Hale Williams,2024,40040.55,24501.99,33765.55,37061.7,True,21850.74,False,False,False,False,False,False,False,False,False,False,False,False,True
8022,P.S. 031 Samuel F. Dupont,2024,292387.2,120869.3,1558.1164999999999,171517.9,False,155811.65,True,False,False,False,False,False,False,False,False,False,False,False,True
8054,Young Women's Leadership School of Brooklyn,2024,0.0,0.0,3896.23,3896.23,False,2671.76,False,False,False,False,False,True,False,False,False,False,True,True,True
8057,"Magnet School of Math, Science and Design Technolo",2024,415927.45,288118.38,390639.35,491946.78,True,229018.49,True,False,False,False,False,False,False,False,False,False,False,False,True
8060,P.S. 029 John M. Harrigan,2024,882295.0,965299.0,933444.0,850440.0,False,962950.0,False,True,False,False,False,False,False,False,False,True,False,True,True
8061,P.S. 032 Samuel Mills Sprole,2024,170174.73,141219.86,222519.6,251086.2,False,145434.93,True,False,False,False,False,False,False,False,False,False,False,False,True
8065,P.S. 058 The Carroll,2024,353938.45,415612.0,320245.15,272075.9,False,162949.17,True,False,False,False,False,False,False,False,False,False,False,False,True
8068,P.S. 107 John W. Kimball,2024,435409.0,459686.0,386061.0,361784.0,False,298087.0,True,False,False,False,False,False,False,False,False,False,False,False,True
8069,The Maurice Sendak Community School,2024,232926.17,330100.67,444781.82,347607.32,False,365480.4,True,False,False,False,False,False,False,False,False,False,False,False,True
8075,The Windsor Terrace School,2024,117289.7,85444.32,28603.12,313448.5,True,296767.9,True,False,False,False,False,False,False,False,False,False,False,False,True
8081,P.S. 321 William Penn,2024,409196.12,195555.2,254461.52,468101.44,False,452105.14,True,False,False,False,False,False,False,False,False,False,False,False,True
8097,Millennium Brooklyn HS,2024,182530.85,71594.05,1179.6081,110936.8,False,147750.18,True,False,False,False,False,False,False,False,False,False,False,False,True
8099,M.S. 839,2024,85790.65,82478.22,61746.53,3312.43,True,61746.53,False,False,False,False,False,False,False,False,False,False,False,False,True
8106,M.S. 035 Stephen Decatur,2024,807.0,2364.16,2597.26,1040.1,False,2000.0,False,False,False,False,False,True,False,False,False,False,True,True,True
8183,P.S. 276 Louis Marshall,2024,11448.52,60736.48,10486.77,5372.04,True,6496.17,False,False,False,False,False,False,False,False,False,False,False,False,True
8260,P.S. 160 William T. Sampson,2024,101384.58,51446.29,529.2230999999999,49938.29,False,58005.36,True,False,False,False,False,False,False,False,False,False,False,False,True
8272,The Madeleine Brennan School,2024,257669.03,162606.64,1575.729,95062.39,False,184106.56,True,False,False,False,False,False,False,False,False,False,False,False,True
8278,P.S. 229 Dyker,2024,228455.68,59879.64,1461.1168,168576.04,False,136822.31,True,False,False,False,False,False,False,False,False,False,False,False,True
8287,Franklin Delano Roosevelt High School,2024,19347.0,17518.0,13004.92,1829.0,True,1610.0,False,False,False,False,False,False,False,False,False,False,False,False,True
8295,"School of Math, Science, and Healthy Living",2024,2662.4,2294.58,2557.6,367.82,False,3186.81,False,False,False,False,False,True,False,False,False,False,True,True,True
8297,P.S. 095 The Gravesend,2024,95059.76,80751.27,16694.22,15308.49,True,16693.44,False,False,False,False,False,False,False,False,False,False,False,False,True
8299,P.S. 97 The Highlawn,2024,89385.16,85814.47,24306.17,3570.69,True,24306.58,False,False,False,False,False,False,False,False,False,False,False,False,True
8310,P.S. 209 Margaret Mead,2024,5576014.0,2867526.0,22580.27,2713448.0,False,22580.27,False,False,False,False,True,False,False,False,False,True,False,True,True
8316,I.S. 228 David A. Boody,2024,41261.02,38188.75,4976.6,307227.0,True,5002.67,False,False,False,False,False,False,False,False,False,False,False,False,True
8318,Mark Twain I.S. 239 for the Gifted & Talented,2024,286569.15,217532.54,22779.47,60036.61,True,22777.71,False,False,False,False,False,False,False,False,False,False,False,False,True
8335,J.H.S. 014 Shell Bank,2024,3429.66,925.37,17.84,2504.29,False,1068.08,False,False,False,False,False,False,False,False,True,False,True,True,True
8349,P.S. 206 Joseph F Lamb,2024,131126.49,62853.09,745.3527,68273.4,False,74535.27,True,False,False,False,False,False,False,False,False,False,False,False,True
8350,P.S. 207 Elizabeth G. Leary,2024,142944.25,82117.71,713.1802,60826.51,False,72494.19,True,False,False,False,False,False,False,False,False,False,False,False,True
8357,P.S. 251 Paerdegat,2024,14283.96,3442.32,4514.35,4237.66,True,4514.35,False,False,False,False,False,False,False,False,False,False,False,False,True
8412,P.S. 071 Forest,2024,28581.27,279976.21,190.68,584.06,True,6517.76,False,False,False,False,False,False,False,True,False,False,True,True,True
8423,P.S./I.S. 113 Anthony J. Pranzo,2024,53911.16,51620.45,19746.16,2290.71,True,19746.16,False,False,False,False,False,False,False,False,False,False,False,False,True
8426,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",2024,77685.71,73163.0,39863.59,44386.3,False,30133.36,False,False,False,False,False,True,False,False,False,False,True,True,True
8462,P.S. 079 Francis Lewis,2024,127697.62,54432.65,639.6972000000001,73264.97,False,71483.05,True,False,False,False,False,False,False,False,False,False,False,False,True
8497,Townsend Harris High School,2024,140666.91,67318.07,641.9996,73348.84,False,56983.15,True,False,False,False,False,False,False,False,False,False,False,False,True
8517,P.S. 188 Kingsbury,2024,198339.19,73770.1,852.992,124569.09,False,85299.2,True,False,False,False,False,False,False,False,False,False,False,False,True
8520,P.S. 205 Alexander Graham Bell,2024,61673.14,64846.58,28617.11,413.02,True,28634.72,False,False,False,False,False,False,False,False,False,False,False,False,True
8540,P.S. 060 Woodhaven,2024,28998.84,2771814.0,1659.84,1280.7,True,1659.84,False,False,False,False,False,False,False,False,False,False,False,False,True
8554,P.S./M.S. 114 Belle Harbor,2024,234776.61,74564.2,1131.1136,160212.41,False,91065.19,True,False,False,False,False,False,False,False,False,False,False,False,True
8556,P.S. 124 Osmond A Church,2024,14564.97,25814.57,1000.0,12417.02,True,,False,False,False,False,False,False,False,False,False,False,False,False,True
8557,M.S. 137 America's School of Heroes,2024,47941.9,46440.33,10815.83,1501.57,True,17284.8,False,False,False,False,False,False,False,False,False,False,False,False,True
8563,P.S. 207 Rockwood Park,2024,201270.67,105779.09,58335.66,85491.58,True,58476.91,False,False,False,False,False,False,False,False,False,False,False,False,True
8571,Channel View School for Research,2024,1422.0,632.0,0.0,11472.58,True,10502.27,False,False,False,False,False,False,False,False,False,False,False,False,True
8584,Scholars' Academy,2024,179320.8,142876.77,520.2605,36444.03,False,52026.05,True,False,False,False,False,False,False,False,False,False,False,False,True
8605,P.S. 099 Kew Gardens,2024,663206.54,459390.69,1334.601,203815.85,False,61980.88,True,False,False,False,False,False,False,False,False,False,False,False,True
8606,P.S. 101 School in the Gardens,2024,456027.65,468460.55,191962.17,179583.27,False,254682.12,True,False,False,False,False,False,False,False,False,False,False,False,True
8620,P.S. 196 Grand Central Parkway,2024,1522256.86,1459761.99,732479.99,794974.86,False,732480.46,False,True,False,False,False,False,False,False,False,True,False,True,True
8736,Long Island City High School,2024,1020.0,15.78,927.0,1931.22,False,500.0,False,False,False,False,False,False,True,False,True,False,True,True,True
8741,Baccalaureate School for Global Education,2024,132796.2,52703.66,809.3023,80092.54,False,80030.23,True,False,False,False,False,False,False,False,False,False,False,False,True
8744,P.S. 003 The Margaret Gioiosa School,2024,308419.9,237260.04,1000.3127000000001,71159.86,False,64637.15,True,False,False,False,False,False,False,False,False,False,False,False,True
8746,P.S. 005 Huguenot,2024,167380.35,173547.01,43106.59,67041.51,True,102142.58,True,False,False,False,False,False,False,False,False,False,False,False,True
8748,I.S. 007 Elias Bernstein,2024,19327.0,15842.75,67750.29,3484.25,True,39835.4,False,False,False,False,False,False,False,False,False,False,False,False,True
8760,P.S. 023 Richmondtown,2024,276153.0,223670.05,465.16,52482.95,False,53964.11,True,False,False,False,False,False,False,False,False,False,False,False,True
8775,P.S. 042 Eltingville,2024,271287.0,185834.64,605.1322,85452.36,False,60512.35,True,False,False,False,False,False,False,False,False,False,False,False,True
8861,"New Explorations into Science, Technology and Math",2025,2457330.75,1423293.75,10198.46875,1034037.0625,False,1019846.0,True,False,False,False,False,False,False,False,False,False,False,False,True
8862,Bard High School Early College,2025,79475.7421875,158402.015625,398652.21875,349286.90625,True,422203.59,False,False,False,False,False,False,False,False,False,False,False,False,True
8867,P.S. 006 Lillie D. Blake,2025,1200269.0,914163.0,944627.0,1230733.0,False,1074578.34,True,True,False,False,False,False,False,False,False,True,False,True,True
8876,P.S. 77 Lower Lab School,2025,676340.5,470981.71875,979278.1875,1184637.0,False,1105448.79,True,True,False,False,False,False,False,False,False,True,False,True,True
8877,P.S. 89,2025,750230.0,219736.9375,4523.93625,530493.0,False,530493.03,True,False,False,False,False,False,False,False,False,False,False,False,True
