,Unnamed: 0,dbn,school_name_x,year,district,school_type,total_enrollment,borough,in_sample,p_asian,p_black,p_hispanic,p_multiple_race_categories_not_represented,p_white,p_other_race,p_students_with_disabilities,p_english_language_learners,p_poverty,economic_need_index,eni_n,weighted_register_allocation,total_fsf_allocations,non_fsf_budget_allocations,total_budget_allocation,pta_income,pta_expenditure,pta_start_balance,pta_end_balance,pta_category,pta_active,p_multi_racial,p_native_american,p_missing_race_ethnicity_data,correction_applied,pta_end_balance_implied,pta_end_balance_diff,pta_end_balance_pct_diff,balance_wy_diff_flag,lag_pta_end_balance,ets_balance_diff,ets_balance_pct_diff,ets_balance_diff_cat,ets_balance_diff_flag,pta_start_balance_wy_transaction_flag,pta_income_wy_transaction_flag,pta_expenditure_wy_transaction_flag,pta_end_balance_wy_transaction_flag,pta_start_balance_ws_transaction_flag,pta_income_ws_transaction_flag,pta_expenditure_ws_transaction_flag,pta_end_balance_ws_transaction_flag,any_wy_transaction_flag,any_ws_transaction_flag,any_transaction_flag,anomaly_flag,pp_fsf,pp_non_fsf,pp_total_public,pp_pta_income,pp_pta_expenditure,pp_pta_start_balance,pp_pta_end_balance,pp_total_funding,pta_expenditure_as_p_of_fsf,pta_expenditure_as_p_of_public,pta_expenditure_as_p_of_total,eni_quintile,pp_pta_income_quintile,pp_pta_expenditure_quintile,pp_pta_end_balance_quintile
1375,1375,30Q017,P.S. 017 Henry David Thoreau,2019,30.0,Elementary School,586.0,Q,True,0.15,0.102,0.52,0.031,0.196,0.032,0.208,0.232,71.3%,76.5%,0.765,9695053.0,5892594.0,3802459.0,9695053.0,4638707.0,29117.17,11702.07,17269.9,Active,1.0,,,,unresolvable,4621291.9,4604022.0,266.5922790519922,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,10055.621160409555,6488.837883959044,16544.4590443686,7915.882252559727,49.68800341296928,19.969402730375425,29.47081911262799,16594.14704778157,0.4941316167378916,0.3003301787004155,0.2994308973513161,Q3,Q5,Q4,Q4
1392,1392,30Q150,P.S. 150 Queens,2019,30.0,Elementary School,1028.0,Q,True,0.258,0.011,0.469,0.047,0.216,0.046,0.13,0.16,53.8%,61.3%,0.613,14076035.0,9411216.0,4664819.0,14076035.0,6050.0,3420.0,26195.0,46194.19,Active,1.0,,,,unresolvable,28825.0,17369.190000000002,0.3760037788301949,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,9154.879377431907,4537.761673151751,13692.641050583656,5.885214007782102,3.3268482490272375,25.481517509727627,44.93598249027237,13695.967898832683,0.0363396185997643,0.0242966147782383,0.0242907129572842,Q2,Q2,Q2,Q5
1408,1408,30Q291,Hunters Point Community Middle School,2019,30.0,Middle/Junior High School,427.0,Q,True,0.138,0.098,0.482,0.047,0.234,0.048,0.248,0.033,54.3%,55.8%,0.5579999999999999,6619061.0,5597000.0,1022061.0,6619061.0,9931.0,10566.0,16149.05,151514.05,Active,1.0,,,,unresolvable,15514.05,136000.0,0.8976065255994412,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,13107.728337236536,2393.585480093677,15501.31381733021,23.2576112412178,24.74473067915691,37.819789227166275,354.8338407494145,15526.058548009369,0.1887797034125424,0.1596298931223023,0.1593754822103868,Q1,Q3,Q3,Q5
1426,1426,31R006,P.S. 6 Corporal Allan F. Kivlehan School,2019,31.0,Elementary School,532.0,R,True,0.013,0.006,0.188,0.011,0.782,0.011,0.357,0.034,41.7%,33.2%,0.332,13907102.0,5362215.0,8544887.0,13907102.0,135510.29,90274.2,77632.67,84922.66,Active,1.0,,,,unresolvable,122868.76000000002,37946.10000000002,0.4468312697694587,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,10079.3515037594,16061.817669172931,26141.169172932332,254.71859022556393,169.68834586466164,145.92607142857142,159.62906015037595,26310.857518796995,1.683524439061097,0.6491230164271463,0.644936584615051,Q1,Q5,Q5,Q5
1461,1461,31R050,P.S. 050 Frank Hankinson,2019,31.0,Elementary School,725.0,R,True,0.161,0.019,0.172,0.021,0.626,0.0219999999999999,0.197,0.052,51.0%,33.9%,0.3389999999999999,11575106.0,7448336.0,4126770.0,11575106.0,54407.39,72661.29,13370.85,18253.9,Active,1.0,,,,unresolvable,-4883.049999999988,23136.94999999999,1.2675072176356827,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,10273.566896551723,5692.0965517241375,15965.663448275862,75.04467586206897,100.22246896551724,18.44255172413793,25.177793103448277,16065.885917241378,0.9755372206624404,0.6277375775219682,0.6238216148289824,Q1,Q4,Q5,Q4
1525,1525,01M064,P.S. 064 Robert Simon,2020,1.0,Elementary School,236.0,M,True,0.03,0.169,0.737,0.021,0.042,0.0219999999999999,0.267,0.017,90.7%,91.1%,0.911,5430962.0,2711767.0,2719196.0,5430962.0,265821.0,304.1000061035156,2741.800048828125,2437.659912109375,Active,1.0,,,,unresolvable,268258.7000427246,265821.04013061523,109.04763162823352,True,1538.29,1203.510048828125,0.438948875700297,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,11490.53813559322,11522.016949152545,23012.550847457627,1126.3601694915253,1.2885593478962527,11.617796817068326,10.329067424192267,23013.84364409366,0.011214090521181,0.0055993764291393,0.0055990629165301,Q4,Q5,Q2,Q3
1526,1526,01M110,P.S. 110 Florence Nightingale,2020,1.0,Elementary School,396.0,M,True,0.162,0.096,0.455,0.033,0.255,0.032,0.119,0.025,60.6%,62.1%,0.621,5527689.0,3616809.0,1910879.0,5527689.0,50476.19921875,32750.630859375,38081.3203125,555806.875,Active,1.0,,,,unresolvable,55806.888671875,499999.986328125,0.899593021997299,True,39600.0,1518.6796875,0.0398799115954364,under_0.05,False,False,False,False,False,False,False,False,False,False,False,False,True,9133.35606060606,4825.45202020202,13958.810606060606,127.46514954229798,82.70361328125,96.1649502840909,1403.552714646465,14041.511694089331,0.9055117607641155,0.5924832395486612,0.5889935514741546,Q2,Q5,Q5,Q5
1530,1530,01M184,P.S. 184m Shuang Wen,2020,1.0,K-8 School,707.0,M,True,0.704,0.034,0.119,0.069,0.074,0.069,0.165,0.14,66.3%,67.2%,0.672,11202262.0,7336730.0,3865532.0,11202262.0,71590.0,48316.0,179409.0,23274.0,Active,1.0,,,,unresolvable,202683.0,179409.0,7.708558906934777,True,137796.35,41612.649999999994,0.2319429348583404,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,10377.270155586988,5467.513437057992,15844.78359264498,101.25884016973126,68.33946251768035,253.76096181046677,32.91937765205092,15913.12305516266,0.6585495172917635,0.4313057487853792,0.4294534911895193,Q2,Q5,Q5,Q4
1546,1546,02M002,P.S. 002 Meyer London,2020,2.0,Elementary School,449.0,M,True,0.704,0.102,0.178,0.0,0.016,0.0,0.232,0.321,Above 95%,92.0%,0.92,10503721.0,5375971.0,5127750.0,10503721.0,252115.0,14324.2802734375,10633.490234375,21520.7109375,Active,1.0,,,,unresolvable,248424.2099609375,226903.4990234375,10.54349457517486,True,10633.49,0.0002343750002182,2.204121083974969e-08,under_0.01,False,False,False,False,False,False,False,False,False,False,False,False,True,11973.209354120268,11420.378619153676,23393.58797327394,561.5033407572383,31.902628671353007,23.6826063126392,47.93031389198218,23425.490601945297,0.2664501031243937,0.1363733887584933,0.1361876650246281,Q5,Q5,Q4,Q5
1552,1552,02M041,P.S. 041 Greenwich Village,2020,2.0,Elementary School,668.0,M,True,0.075,0.013,0.094,0.141,0.677,0.1409999999999999,0.157,0.016,7.5%,8.6%,0.086,9572082.0,5812387.0,3759695.0,9572082.0,259860.0,283227.0,518696.0,542063.0,Active,1.0,,,,unresolvable,495329.0,46734.0,0.0862150709419384,True,673784.68,155088.68000000005,0.2989972546539785,under_0.50,True,True,False,False,False,False,False,False,False,True,False,True,True,8701.178143712576,5628.285928143712,14329.464071856288,389.01197604790417,423.99251497005986,776.4910179640718,811.4715568862275,14753.456586826347,4.872817312405385,2.9588860605247636,2.873852052736246,Q1,Q5,Q5,Q5
1576,1576,02M212,P.S. 212 Midtown West,2020,2.0,Elementary School,370.0,M,True,0.151,0.076,0.232,0.095,0.446,0.095,0.114,0.032,20.5%,28.5%,0.285,4541792.0,3068038.0,1473754.0,4541792.0,90029.0,94103.0,4304731.5,300657.5625,Active,1.0,,,,unresolvable,4300657.5,3999999.9375,13.304172042903462,True,341884.0,3962847.5,0.9205794832964612,under_1.00,True,True,False,False,False,False,False,False,False,True,False,True,True,8291.994594594595,3983.118918918919,12275.113513513514,243.32162162162163,254.33243243243243,11634.40945945946,812.5880067567567,12529.445945945949,3.0672045131122885,2.071935482734568,2.0298777258760174,Q1,Q5,Q5,Q5
1588,1588,02M289,I.S. 289,2020,2.0,Middle/Junior High School,276.0,M,True,0.5,0.04,0.185,0.033,0.243,0.0319999999999999,0.214,0.033,47.8%,50.2%,0.502,4031529.0,3316111.0,715419.0,4031529.0,54920.01171875,25277.73046875,165297.0,29642.279296875,Active,1.0,,,,unresolvable,194939.28125,165297.001953125,5.576393107211267,True,31905.71,133391.29,0.8069794975105417,under_1.00,True,False,False,False,False,False,False,False,False,False,False,False,True,12014.894927536232,2592.0978260869565,14606.989130434782,198.9855497056159,91.58597995923913,598.9021739130435,107.39956266983695,14698.578733582428,0.7622703362085889,0.6270010824367133,0.6230942745904301,Q1,Q5,Q5,Q5
1617,1617,02M418,Millennium High School,2020,2.0,Senior High School,674.0,M,True,0.496,0.03,0.114,0.061,0.3,0.06,0.135,0.001,50.4%,50.1%,0.501,7301817.0,6639077.0,662739.0,7301817.0,70378.0,60420.0,70378.0,9958.0,Active,1.0,,,,unresolvable,80336.0,70378.0,7.067483430407712,True,93474.39,23096.39,0.3281762766773707,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,9850.262611275964,983.2922848664688,10833.55637982196,104.41839762611276,89.64391691394658,104.41839762611276,14.774480712166172,10923.19881305638,0.91006626372913,0.8274652733696285,0.8206744770645117,Q1,Q5,Q5,Q4
1652,1652,03M009,P.S. 009 Sarah Anderson,2020,3.0,Elementary School,624.0,M,True,0.077,0.04,0.181,0.075,0.627,0.0749999999999999,0.189,0.03,17.6%,17.2%,0.172,9469714.0,6279859.0,3189855.0,9469714.0,801875.0,787100.0,883799.0,14775.0,Active,1.0,,,,unresolvable,898574.0,883799.0,59.81719120135364,True,37291.0,846508.0,0.9578060169789736,under_1.00,True,True,False,False,False,False,False,False,False,True,False,True,True,10063.876602564103,5111.947115384615,15175.82371794872,1285.0560897435898,1261.378205128205,1416.3445512820513,23.677884615384617,16437.201923076922,12.533720900421493,8.311761052128924,7.67392291602441,Q1,Q5,Q5,Q4
1669,1669,03M243,M.S. 243 Center School,2020,3.0,Middle/Junior High School,247.0,M,True,0.077,0.162,0.202,0.024,0.534,0.0249999999999998,0.19,0.0,13.0%,20.8%,0.208,3381814.0,3076596.0,305218.0,3381814.0,74757.2421875,105006.6328125,112187.2890625,30249.390625,Active,1.0,,,,unresolvable,81937.8984375,51688.5078125,1.7087454241072004,True,111420.86,766.4290624999994,0.0068316925108424,under_0.01,False,False,False,False,False,False,False,False,False,False,False,False,True,12455.854251012146,1235.7004048582996,13691.554655870445,302.6608995445344,425.1280680668016,454.1995508603239,122.4671685222672,14116.682723937249,3.4130783766376864,3.105038680793798,3.011529524184349,Q1,Q5,Q5,Q5
1671,1671,03M247,M.S. M247 Dual Language Middle School,2020,3.0,Middle/Junior High School,231.0,M,True,0.009,0.017,0.935,0.0,0.039,-6.765421556309548e-17,0.281,0.234,86.1%,85.2%,0.852,4147590.0,3509457.0,638133.0,4147590.0,90254.2109375,3313356.0,90254.2109375,53120.6484375,Active,1.0,,,,unresolvable,-3132847.578125,3185968.2265625,59.976079364147914,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,15192.454545454546,2762.480519480519,17954.935064935064,390.71086985930737,14343.532467532468,390.71086985930737,229.95951704545453,32298.467532467537,94.41221248757287,79.88629541492772,44.40932825408467,Q4,Q5,Q5,Q5
1691,1691,03M859,Special Music School,2020,3.0,K-12 School,306.0,M,True,0.141,0.072,0.15,0.176,0.461,0.176,0.118,0.007,17.3%,28.0%,0.28,4945303.0,3392276.0,1553027.0,4945303.0,158176.0,112817.0,94198.0,161249.0,Active,1.0,,,,unresolvable,139557.0,21692.0,0.1345248652704823,True,115932.0,21734.0,0.2307267670226544,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,11085.869281045752,5075.251633986928,16161.12091503268,516.9150326797386,368.6830065359477,307.83660130718954,526.9575163398692,16529.803921568626,3.3257022718670295,2.281296009567058,2.2304136714826854,Q1,Q5,Q5,Q5
1781,1781,06M348,Washington Heights Expeditionary Learning School,2020,6.0,K-12 School,890.0,M,True,0.009,0.028,0.917,0.009,0.037,0.0089999999999999,0.227,0.167,84.6%,85.6%,0.856,15185188.0,10138438.0,5046750.0,15185188.0,20788.560546875,6612.5,14430.23046875,16251.4501953125,Active,1.0,,,,unresolvable,28606.291015625,12354.8408203125,0.7602300515849397,True,14430.23,0.0004687500004365,3.2483888698221354e-08,under_0.01,False,False,False,False,False,False,False,False,False,False,False,False,True,11391.503370786517,5670.505617977528,17062.008988764046,23.357933198735957,7.429775280898877,16.213742099719102,18.26005639922753,17069.438764044946,0.0652220785884373,0.0435457236354268,0.0435267695886343,Q4,Q4,Q3,Q4
1975,1975,10X141,Riverdale / Kingsbridge Academy (Middle School / H,2020,10.0,Junior-Senior High School,1540.0,X,True,0.07,0.091,0.555,0.018,0.267,0.0169999999999999,0.171,0.065,52.2%,50.4%,0.504,19673921.0,16710148.0,2963772.0,19673921.0,32273.880859375,2283189.0,48015.76953125,944199.0,Active,1.0,,,,unresolvable,-2202899.349609375,3147098.349609375,3.3330879926894386,True,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,10850.745454545457,1924.5272727272727,12775.273376623376,20.95706549310065,1482.59025974026,31.17907112418831,613.1162337662338,14257.862987012988,13.663487600468889,11.605154864655605,10.398403979394374,Q1,Q3,Q5,Q5
2199,2199,14K319,P.S. 319,2020,14.0,Elementary School,125.0,K,True,0.024,0.016,0.792,0.0,0.168,-6.245004513516506e-17,0.12,0.216,60.8%,69.8%,0.698,2870321.0,1296194.0,1574127.0,2870321.0,0.0,1535.0,4678.0,31423.0,Active,1.0,,,,unresolvable,3143.0,28280.0,0.8999777233236801,True,3188.0,1490.0,0.3185121846943138,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,10369.552,12593.016,22962.568,0.0,12.28,37.424,251.384,22974.848,0.1184236310305401,0.0534783391822726,0.0534497551409262,Q2,Q1,Q3,Q5
2217,2217,15K010,"Magnet School of Math, Science and Design Technolo",2020,15.0,Elementary School,956.0,K,True,0.098,0.079,0.257,0.058,0.507,0.059,0.2,0.048,21.5%,29.6%,0.296,25804018.0,9680161.0,16123857.0,25804018.0,532325.125,502671.0625,551823.4375,29654.080078125,Active,1.0,,,,unresolvable,581477.5,551823.419921875,18.60868448685886,True,550322.29,1501.1474999999627,0.0027203402356391,under_0.01,False,True,False,False,False,False,False,False,False,True,False,True,True,10125.691422594142,16865.95920502092,26991.65062761506,556.8254445606694,525.8065507322176,577.2211689330544,31.018912215611923,27517.45717834728,5.1927965092729345,1.948034071670544,1.91081082573996,Q1,Q5,Q5,Q4
2234,2234,15K146,"The Brooklyn New School, P.S. 146",2020,15.0,Elementary School,722.0,K,True,0.05,0.169,0.226,0.14,0.416,0.139,0.294,0.039,33.5%,38.0%,0.38,13490692.0,7872012.0,5618680.0,13490692.0,142378.0,106333.0,46850.0,61887.0,Active,1.0,,,,unresolvable,82895.0,21008.0,0.3394573981611647,True,196404.98,149554.98,3.192208751334045,under_5.00,True,False,False,False,False,False,False,False,False,False,False,False,True,10903.063711911358,7782.105263157895,18685.168975069253,197.1994459833795,147.27562326869807,64.88919667590028,85.71606648199446,18832.444598337952,1.350772839269046,0.7881952979135541,0.782031363478408,Q1,Q5,Q5,Q5
2432,2432,20K204,P.S. 204 Vince Lombardi,2020,20.0,Elementary School,1114.0,K,True,0.535,0.004,0.202,0.006,0.252,0.007,0.179,0.12,72.2%,66.5%,0.665,17396618.0,11669188.0,5727430.0,17396618.0,71746.296875,36964.421875,41181.0,4216.580078125,Active,1.0,,,,unresolvable,75962.875,71746.294921875,17.01528100796289,True,41181.18,0.180000000000291,4.37094776718125e-06,under_0.01,False,False,False,False,False,False,False,False,False,False,False,False,True,10475.034111310591,5141.319569120287,15616.35368043088,64.40421622531419,33.1817072486535,36.96678635547576,3.7850808600763015,15649.535387679534,0.3167694433837213,0.2124805055499867,0.2120299831698299,Q2,Q4,Q4,Q2
2519,2519,22K312,P.S. 312 Bergen Beach,2020,22.0,Elementary School,740.0,K,True,0.055,0.361,0.168,0.022,0.395,0.0209999999999999,0.223,0.045,52.6%,46.5%,0.465,12725427.0,7484375.0,5241052.0,12725427.0,70160.2734375,34348.30859375,21722.5703125,3581196.0,Active,1.0,,,,unresolvable,57534.53515625,3523661.46484375,0.9839342680053674,True,33495.41,11772.839687500003,0.5419634747700856,under_1.00,False,False,False,False,True,False,False,False,False,True,False,True,True,10114.02027027027,7082.502702702703,17196.522972972973,94.81118032094597,46.416633234797295,29.35482474662162,4839.454054054054,17242.93960620777,0.4589335594989562,0.2699187115194641,0.2691921116402128,Q1,Q5,Q4,Q5
2615,2615,25Q025,I.S. 025 Adrien Block,2020,25.0,Middle/Junior High School,1066.0,Q,True,0.582,0.018,0.219,0.016,0.166,0.015,0.15,0.126,60.3%,53.2%,0.532,14087085.0,11645567.0,2441518.0,14087085.0,22114.7890625,5210.259765625,4374.4501953125,16.899999618530273,Active,1.0,,,,unresolvable,21278.9794921875,21262.07949256897,1258.1112409763502,True,4374.45,0.0001953125001818,4.4648468141479504e-08,under_0.01,False,False,False,False,False,False,False,False,False,False,False,False,True,10924.546904315195,2290.3545966228894,13214.901500938086,20.74558073405253,4.887673326102251,4.10361181549015,0.0158536581787338,13219.789174264188,0.0447402841409525,0.0369860745897749,0.0369723999503516,Q1,Q3,Q3,Q1
2621,2621,25Q129,P.S. 129 Patricia Larkin,2020,25.0,Elementary School,1113.0,Q,True,0.333,0.015,0.532,0.01,0.11,0.0099999999999999,0.156,0.207,78.5%,66.1%,0.6609999999999999,17279225.0,12242982.0,5036243.0,17279225.0,2720165.0,12285.0,17807.75,1491665.0,Active,1.0,,,,unresolvable,2725687.75,1234022.75,0.8272787455628442,True,9823.94,7983.81,0.448333450323595,under_0.50,False,False,False,False,True,False,False,False,False,True,False,True,True,10999.98382749326,4524.92632524708,15524.910152740342,2443.9937106918237,11.037735849056604,15.999775381850853,1340.2201257861636,15535.947888589397,0.1003432007006136,0.0710969386647838,0.0710464268302768,Q2,Q5,Q3,Q5
2701,2701,27Q090,P.S. 090 Horace Mann,2020,27.0,Elementary School,752.0,Q,True,0.311,0.029,0.572,0.033,0.055,0.033,0.164,0.211,86.2%,74.1%,0.741,12791608.0,7600312.0,5191296.0,12791608.0,0.0,2478.090087890625,16319.099609375,1384101.0,Active,1.0,,,,unresolvable,13841.009521484377,1370259.9904785156,0.9900000003457232,True,2364.63,13954.469609375,0.855100461630765,under_1.00,False,False,False,False,True,False,False,False,False,True,False,True,True,10106.797872340425,6903.31914893617,17010.117021276597,0.0,3.2953325636843416,21.70093033161569,1840.559840425532,17013.41235384028,0.0326051099993082,0.0193727800905924,0.0193690277714365,Q2,Q1,Q2,Q5
2772,2772,28Q175,P.S. 175 The Lynn Gross Discovery School,2020,28.0,Elementary School,808.0,Q,True,0.254,0.007,0.127,0.033,0.578,0.034,0.152,0.083,55.9%,52.0%,0.52,11542879.0,7240122.0,4302757.0,11542879.0,21293.44921875,19642.599609375,23299.740234375,1650.8499755859375,Active,1.0,,,,unresolvable,24950.58984375,23299.739868164062,14.113783937207415,True,11701.38,11598.360234375,0.4977892507687058,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,8960.54702970297,5325.194306930693,14285.741336633664,26.35327873607673,24.310148031404704,28.83631217125619,2.043131157903388,14310.051484665068,0.271302052774456,0.1701707139906343,0.1698816252160653,Q1,Q4,Q4,Q2
2924,2924,31R036,P.S. 036 J. C. Drumgoole,2020,31.0,Elementary School,884.0,R,True,0.086,0.003,0.166,0.017,0.727,0.0179999999999999,0.209,0.032,36.9%,28.5%,0.285,17062972.0,8325048.0,8737923.0,17062972.0,150298.40625,144166.21875,31603.41015625,6132.18994140625,Active,1.0,,,,unresolvable,37735.59765625,31603.40771484375,5.15369028305023,True,37691.82,6088.40984375,0.1926504074607257,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,9417.475113122173,9884.528280542989,19302.004524886877,170.02082154977376,163.08395786199094,35.75046397765837,6.936866449554581,19465.087351527152,1.7317163666804083,0.8449068471190131,0.8378279811392882,Q1,Q5,Q5,Q3
2951,2951,31R068,Port Richmond School for Visionary Learning,2020,31.0,Elementary School,291.0,R,True,0.065,0.241,0.509,0.045,0.141,0.044,0.237,0.048,75.6%,70.3%,0.703,5946497.0,3375089.0,2571409.0,5946497.0,18612.5,10990.2900390625,12408.240234375,6309.2099609375,Active,1.0,,,,unresolvable,20030.4501953125,13721.240234375,2.174795310241368,True,13715.0,1306.759765625,0.1053138673125328,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,11598.243986254296,8836.45704467354,20434.69759450172,63.96048109965635,37.76731972186426,42.64000080541237,21.68113388638316,20472.4683506497,0.325629636405514,0.1848195675380396,0.184478614959671,Q2,Q4,Q4,Q4
2996,2996,01M064,P.S. 064 Robert Simon,2021,1.0,Elementary School,220.0,M,True,0.0318181812763214,0.1818181872367859,0.7272727489471436,,0.0409090891480445,0.0181817933917045,0.2772727310657501,0.0181818176060915,0.918181836605072,0.9033181667327881,0.903318166732788,5409886.41917488,2787703.821563709,2622182.5976111707,5409886.41917488,265821.0,304.1,2741.8,2437.66,Active,1.0,0.0090909088030457,0.0045454544015228,0.0045454544015228,unresolvable,268258.7,265821.04000000004,109.04762764290346,True,2437.659912109375,304.1400878906252,0.1109271602197918,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,12671.381007107768,11919.011807323504,24590.39281443127,1208.2772727272727,1.382272727272727,12.462727272727273,11.080272727272726,24591.775087158545,0.0109086194038153,0.0056211901034029,0.0056208741433819,Q4,Q5,Q2,Q3
3004,3004,01M315,The East Village Community School,2021,1.0,Elementary School,297.0,M,True,0.1111111119389534,0.0404040403664112,0.2592592537403106,,0.5218855142593384,0.0673400796949863,0.1717171669006347,0.0134680131450295,0.32996633648872375,0.3979595899581909,0.3979595899581909,5073745.541521278,3320526.812280719,1753218.729240559,5073745.541521278,42707.53,26752.83,100612.77,68076.34,Active,1.0,0.0639730617403984,0.0033670032862573,0.0,unresolvable,116567.47,48491.12999999999,0.7123051856195558,True,117733.9609375,17121.190937499996,0.1701691637900437,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,11180.22495717414,5903.093364446327,17083.318321620467,143.7963973063973,90.07686868686868,338.76353535353536,229.213265993266,17173.395190307336,0.8056802884728009,0.5272796946765803,0.5245140386550243,Q1,Q5,Q5,Q5
3020,3020,02M033,P.S. 033 Chelsea Prep,2021,2.0,Elementary School,555.0,M,True,0.2774774730205536,0.1693693697452545,0.2666666805744171,,0.2000000029802322,0.0864864736795425,0.1549549549818039,0.0630630627274513,0.4954954981803894,0.47516244649887085,0.4751624464988708,8467577.478570959,5332700.579429014,3134876.899141945,8467577.478570959,99665.0,156157.0,450889.0,439216.0,Active,1.0,0.0756756737828254,0.0108108110725879,0.0,unresolvable,394397.0,44819.0,0.1020431860405814,True,532077.0,81188.0,0.1800620551843136,under_0.50,True,False,False,False,False,False,False,False,False,False,False,False,True,9608.46951248471,5648.426845300802,15256.89635778551,179.57657657657657,281.36396396396395,812.4126126126126,791.3801801801802,15538.260321749474,2.928291166437853,1.8441756263251108,1.8107816328069135,Q1,Q5,Q5,Q5
3041,3041,02M158,P.S. 158 Bayard Taylor,2021,2.0,Elementary School,667.0,M,True,0.1304347813129425,0.0224887561053037,0.0794602707028389,,0.6971514225006104,0.0704647693783044,0.1694152951240539,0.0689655169844627,0.08545727282762527,0.08659220486879349,0.0865922048687934,10524191.1428082,5856420.880413538,4667770.262394663,10524191.1428082,172256.0,245260.0,0.0,0.0,Active,1.0,0.0659670159220695,0.0044977511279284,0.0,unresolvable,-73004.0,73004.0,inf,True,55141.0,55141.0,5514100.0,extreme_outlier,True,False,False,False,False,False,False,False,False,False,False,False,True,8780.241200020297,6998.1563154342775,15778.397515454571,258.25487256371815,367.70614692653675,0.0,0.0,16146.10366238111,4.1878820700926385,2.330440379426219,2.2773676833455316,Q1,Q5,Q5,Q1
3044,3044,02M183,P.S. 183 Robert L. Stevenson,2021,2.0,Elementary School,541.0,M,True,0.1829944550991058,0.0184842888265848,0.1035120114684104,,0.6469500660896301,0.0480591785162687,0.1626617312431335,0.0942698717117309,0.11460258811712265,0.06805741041898727,0.0680574104189872,8620527.118982242,5202695.497865043,3417831.6211172,8620527.118982242,304000.0,229000.0,365074.0,292844.0,Active,1.0,0.0462107211351394,0.0018484288593754,0.0,unresolvable,440074.0,147230.0,0.5027591482154321,True,103983.0,261091.0,0.715172814278749,under_1.00,True,False,False,False,False,False,False,False,False,False,False,False,True,9616.81238052688,6317.618523321996,15934.430903848875,561.9223659889094,423.2902033271719,674.8133086876155,541.3012939001849,16357.721107176048,4.401564536959189,2.6564500852360435,2.5877088902162333,Q1,Q5,Q5,Q5
3059,3059,02M290,P.S. 290 Manhattan New School,2021,2.0,Elementary School,456.0,M,True,0.0921052619814872,0.0285087712109088,0.1184210553765297,,0.6973684430122375,0.0635964684188366,0.1754385977983474,0.0285087712109088,0.13377192616462708,0.10843420773744583,0.1084342077374458,8300211.957689281,4318141.505626309,3982070.452062972,8300211.957689281,165726.0,114537.0,672036.0,649304.0,Active,1.0,0.0592105276882648,0.0021929824724793,0.0021929824724793,unresolvable,723225.0,73921.0,0.1138465187339058,True,633298.875,38737.125,0.0576414433155366,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,9469.608564969974,8732.610640488974,18202.21920545895,363.4342105263158,251.17763157894737,1473.7631578947369,1423.9122807017543,18453.396837037893,2.6524605516230624,1.379928616086646,1.3611457760167365,Q1,Q5,Q5,Q5
3071,3071,02M343,The Peck Slip School,2021,2.0,Elementary School,424.0,M,True,0.1816037744283676,0.0660377368330955,0.1462264209985733,,0.474056601524353,0.1320754662156105,0.172169804573059,0.0188679248094558,0.1603773534297943,0.18573223054409027,0.1857322305440902,7278365.42167984,4236641.808258937,3041723.6134209028,7278365.42167984,121910.59,127025.61,57374.98,62490.0,Active,1.0,0.1320754736661911,0.0,0.0,unresolvable,52259.96000000001,10230.039999999994,0.1637068330932948,True,48666.0,8708.980000000003,0.1517905540010646,under_0.50,False,False,False,False,False,False,False,False,False,False,False,False,True,9992.079736459757,7173.876446747412,17165.95618320717,287.52497641509433,299.5887028301887,135.31834905660378,147.3820754716981,17465.544886037358,2.9982617306087915,1.7452491409902668,1.7153126615001382,Q1,Q5,Q5,Q5
